,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
2165,8970.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2166,8971.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2180,8985.0,Pédagogique,pédagogie générale,maranathan,protestant,maranathan,maranatha,pedagogie
2214,9020.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2282,9092.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2292,9103.0,Scientifique,biologie chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
2354,9168.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2367,9182.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2397,9214.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2712,9571.0,Scientifique,biologie chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
2863,9855.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
2939,9934.0,Technique,commerciale et administrative,maranatha,protestant,maranatha,maranatha,commmerciale et adm
2940,9935.0,Technique,commerciale et administrative,maranatha,protestant,maranatha,maranatha,commmerciale et adm
3022,10025.0,Scientifique,biologie chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
3036,10041.0,Scientifique,biologie chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
3041,10046.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
3088,10096.0,Scientifique,biologie chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
3104,10114.0,Scientifique,biologie chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
3277,10292.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
3295,10311.0,Scientifique,biologie-chimie,maranantha,protestant,maranantha,maranatha,bio-chimie
3343,10364.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
3389,10416.0,Scientifique,biologie chilie,maranatha,protestant,maranatha,maranatha,bio-chimie
3397,10424.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
3565,10610.0,Pédagogique,pédagogie générale,maranathan,protestant,maranathan,maranatha,pedagogie
3610,10657.0,Pedagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
3692,10741.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
3742,10791.0,Pédagogique,pédagogie générale,maranatha,protestant,maranatha,maranatha,pedagogie
3743,10792.0,Technique,mécanique générale,maranatha,protestant,maranatha,maranatha,mec gene
3837,10888.0,Scientifique,biologie chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
3875,11235.0,scientifique,bio chimie,maranatha,protestant,maranatha,maranatha,bio-chimie
3893,11312.0,SCIENTIFIQUE,bio chimie,institut maranatha,protestant,maranatha,maranatha,bio-chimie
3915,11337.0,SCIENTIFIQUE,bio chimie,institut maranatha,privé,maranatha,maranatha,bio-chimie
3976,11401.0,PEDAGOGIE,pedagogie generale,institut maranatha,protestant,maranatha,maranatha,pedagogie
4141,11581.0,SCIENTIFIQUE,bio chimie,institut maranatha,protestant,maranatha,maranatha,bio-chimie
4268,11717.0,COMMERCIALE,commercialen et administraive,institut maranatha,protestant,maranatha,maranatha,commmerciale et adm
4284,11734.0,TECHNIQUE,sociale,institut marhanata,protestant,marhanata,maranatha,sociale
4338,11790.0,SCIENTIFIQUE,bio chimie,institut maranatha,protestant,maranatha,maranatha,bio-chimie
4398,11858.0,TECHNIQUE,mecanique generale,institut maranatha,protestant,maranatha,maranatha,mec gene
4404,11864.0,COMMERCIALE,commercialen et administraive,institut maranatha,protestant,maranatha,maranatha,commmerciale et adm
4432,11897.0,COMMERCIALE,commerciale administrative,institut maranatha,protestant,maranatha,maranatha,commmerciale et adm
4444,11909.0,PEGAGOGIE,pedagogie generale,institut maranatha,protestant,maranatha,maranatha,pedagogie
4469,11989.0,SCIENTIFIQUE,bio chimie,institut maranatha,protestant,maranatha,maranatha,bio-chimie
4528,12054.0,COMMERCIALE,commerciale et administrative,institut maranathan,protestant,maranathan,maranatha,commmerciale et adm
4569,12098.0,TECHNIQUE,sociale,institut maranatha,protestant,maranatha,maranatha,sociale
4611,12142.0,TECHNIQUE,sociale,institut maranatha,publique,maranatha,maranatha,sociale
4651,12185.0,TECHNIQUE,sociale,institut maranatha,protestant,maranatha,maranatha,sociale
4704,12246.0,TECHNIQUE,mecanique generale,institut maranatha,protestant,maranatha,maranatha,mec gene
2274,9084.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
2424,9241.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
2684,9539.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
3330,10350.0,Technique,construction,institut saint marc,catholique,saint marc,saint marc,construction
3404,10432.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
3481,10516.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
3646,10694.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
3647,10695.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
3670,10718.0,Technique,construction,saint marc,catholique,saint marc,saint marc,construction
3886,11305.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
3961,11386.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
3991,11416.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4094,11530.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4225,11670.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4534,12061.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4578,12108.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4645,12179.0,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
26,2011.0,PEDAGOGIEQUE,peda generale,inst luhihi,publique,luhihi,muhini,pedagogie
125,3770.0,TECHNIQUE,sociale,inst tumaini,publique,tumaini,muhini,sociale
172,3923.0,PEDAGOGIEQUE,peda generale,inst tumaini,publique,tumaini,muhini,pedagogie
360,4468.0,TEC,ca,muzizi,publique,muzizi,muhini,commmerciale et adm
506,4781.0,PED,pg,muludiki,publique,muludiki,muhini,pedagogie
531,4829.0,TEC,ca,tumaini,publique,tumaini,muhini,commmerciale et adm
593,4969.0,TEC,ca,tumaini,publique,tumaini,muhini,commmerciale et adm
862,6374.0,TEC,sociale,muzizi,publique,muzizi,muhini,sociale
1120,7047.0,PED,pg,musheberi,publique,musheberi,muhini,pedagogie
1199,7194.0,TEC,ca,mzizi,publique,mzizi,muhini,commmerciale et adm
1206,7203.0,TEC,ca,tumaini,publique,tumaini,muhini,commmerciale et adm
1499,7833.0,TEC,sociale,muzizi,publique,muzizi,muhini,sociale
1639,8235.0,TECHNIQUE,commerciale administrative,muzizi,publique,muzizi,muhini,commmerciale et adm
1849,8510.0,Technique,commerciale informatique,tumaini,publique,tumaini,muhini,commerciale informatique
1866,8536.0,Technique,sociale,juhudi,publique,juhudi,muhini,sociale
2109,8912.0,Littéraire,latin philo,mzizi,publique,mzizi,muhini,latin philo
2121,8924.0,Technique,commerciale et administrative,ushindi,publique,ushindi,muhini,commmerciale et adm
2172,8977.0,Pédagogique,pédagogie générale,tchofi,publique,tchofi,muhini,pedagogie
2359,9174.0,Pédagogique,pédagogie générale,ushindi,publique,ushindi,muhini,pedagogie
2394,9211.0,Technique,informatique,muzihirwa,publique,muzihirwa,muhini,commerciale informatique
2486,9307.0,Pédagogique,pédagogie générale,ushindi,publique,ushindi,muhini,pedagogie
2591,9435.0,a,a,tumaini,publique,tumaini,muhini,agrecole
2616,9461.0,Pédagogique,pédagogie générale,luhihi,publique,luhihi,muhini,pedagogie
2625,9475.0,Pédagogique,pédagogie générale,muzizi,publique,muzizi,muhini,pedagogie
2848,9839.0,Technique,sociale,cs ushindi,publique,ushindi,muhini,sociale
2902,9895.0,Technique,commerciale informatique,tumaini,publique,tumaini,muhini,commerciale informatique
2904,9897.0,Pédagogique,pédagogie générale,tumaini,publique,tumaini,muhini,pedagogie
2930,9923.0,Pédagogique,pédagogie générale,juhudi,publique,juhudi,muhini,pedagogie
2972,9970.0,Technique,sociale,muzizi,publique,muzizi,muhini,sociale
3126,10137.0,Pédagogique,pédagogie générale,muhini,publique,muhini,muhini,pedagogie
3273,10288.0,Technique,commerciale et administrative,unikis institut,publique,unikis,muhini,commmerciale et adm
3378,10404.0,Pédagogique,pédagogie générale,ushindi,publique,ushindi,muhini,pedagogie
3385,10412.0,Pédagogique,pédagogie générale,cs ushindi,publique,ushindi,muhini,pedagogie
3464,10499.0,Technique,commerciale et administrative,tumaini,publique,tumaini,muhini,commmerciale et adm
3544,10588.0,Technique,sociale,mihini,publique,mihini,muhini,sociale
3587,10633.0,Scientifique,biologie-chimie,muhungu,publique,muhungu,muhini,bio-chimie
3668,10716.0,Pédagogique,pédagogie générale,ushindi,publique,ushindi,muhini,pedagogie
3767,10818.0,Technique,commerciale et administrative,tumaini,publique,tumaini,muhini,commmerciale et adm
3797,10848.0,Pédagogique,pédagogie générale,ushindi,publique,ushindi,muhini,pedagogie
4014,11440.0,PEDAGOGIE,pedagogie generale,institut bugina,publique,bugina,muhini,pedagogie
4222,11666.0,COMMERCIALE,commerciale et administrative,institut nuzizi,publique,nuzizi,muhini,commmerciale et adm
4418,11880.0,SCIENTIFIQUE,bio chimie,lycée  muhani,catholique,muhani,muhini,bio-chimie
4433,11898.0,PEGAGOGIE,pedagogie generale,institut muzizi,protestant,muzizi,muhini,pedagogie
4503,12026.0,COMMERCIALE,commerciale informatique,institut tumaini,protestant,tumaini,muhini,commerciale informatique
4672,12208.0,TECHNIQUE,sociale,cs juhudi,privé,juhudi,muhini,sociale
4693,12234.0,COMMERCIALE,commerciale informatique,institut tumaini,protestant,tumaini,muhini,commerciale informatique
1216,7221.0,TEC,secretariat publ,shaloom,privé,shaloom,shaloom,secretariat
3995,11420.0,TECHNIQUE,sociale,cs shaloom,privé,shaloom,shaloom,sociale
836,6332.0,LIT,lp,ujio wa heri,catholique,ujio wa heri,ziwa kivu,latin philo
1874,8551.0,Littéraire,latin philo,ziwa kivu,catholique,ziwa kivu,ziwa kivu,latin philo
2102,8905.0,Technique,agricole,itap kisharu,catholique,itap kisharu,ziwa kivu,agrecole
3350,10372.0,Scientifique,mathématique physique,ujio wa heri,catholique,ujio wa heri,ziwa kivu,math-physique
4051,11481.0,COMMERCIALE,commerciale et administrative,institut   ujio wa heri,catholique,ujio wa heri,ziwa kivu,commmerciale et adm
4564,12093.0,PEDAGOGIE,pedagogie generale,institut ziwakivu,privé,ziwakivu,ziwa kivu,pedagogie
184,4024.0,TEC,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
387,4519.0,TECH,ca,inst mikeno/islamique,musulman,mikeno/islamique,mikeno islamique,commmerciale et adm
1621,8211.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
1695,8307.0,Technique,commerciale administrative,mikeno islamique,musulman,mikeno islamique,mikeno islamique,commmerciale et adm
1741,8368.0,Technique,commerciale administrative,mikeno islamique,musulman,mikeno islamique,mikeno islamique,commmerciale et adm
1852,8517.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
1961,8669.0,Technique,commerciale administrative,mikeno islamique,musulman,mikeno islamique,mikeno islamique,commmerciale et adm
2083,8886.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
2491,9312.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
2653,9507.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
2854,9845.0,Technique,commerciale administrative,mikano islamique,musulman,mikano islamique,mikeno islamique,commmerciale et adm
2858,9850.0,Technique,hotesse d'acceuil,mikeno islamique,musulman,mikeno islamique,mikeno islamique,hotesse d'acceuil
2936,9931.0,Technique,commerciale et administrative,mikeno islamique,musulman,mikeno islamique,mikeno islamique,commmerciale et adm
2941,9937.0,Technique,commerciale et administrative,mikeno islamique,musulman,mikeno islamique,mikeno islamique,commmerciale et adm
2979,9977.0,Technique,commerciale et administrative,mikeno islamique,musulman,mikeno islamique,mikeno islamique,commmerciale et adm
2994,9993.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
3172,10185.0,Technique,commerciale et administrative,mikeno islamique,musulman,mikeno islamique,mikeno islamique,commmerciale et adm
3318,10336.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
3319,10337.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
3450,10482.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
3555,10599.0,Technique,commerciale et administrative,mikeno/islamique,musulman,mikeno/islamique,mikeno islamique,commmerciale et adm
3748,10797.0,Technique,sociale,mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
4288,11738.0,TECHNIQUE,sociale,institut mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
1230,7254.0,PED,pg,totoro,protestant,totoro,totoro,pedagogie
1444,7721.0,PED,pg,totoro,protestant,totoro,totoro,pedagogie
1475,7779.0,PEDAGOGIEQUE,peda generale,institut totoro,protestant,totoro,totoro,pedagogie
1908,8604.0,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2060,8859.0,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2219,9025.0,Technique,sociale,totoro,protestant,totoro,totoro,sociale
2325,9137.0,Technique,sociale,totoro,protestant,totoro,totoro,sociale
2518,9346.0,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2589,9433.0,Technique,commerciale et administrative,totoro,protestant,totoro,totoro,commmerciale et adm
2651,9505.0,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
2711,9570.0,Technique,sociale,totoro,protestant,totoro,totoro,sociale
2987,9985.0,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
3443,10475.0,Littéraire,latin philosophie,totoro,protestant,totoro,totoro,latin philo
3564,10609.0,Technique,sociale,totoro,protestant,totoro,totoro,sociale
3622,10670.0,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
3631,10679.0,Pédagogique,pédagogie générale,totoro,protestant,totoro,totoro,pedagogie
3745,10794.0,Technique,sociale,totoro,protestant,totoro,totoro,sociale
3884,11303.0,TECHNIQUE,sociale,totoro,protestant,totoro,totoro,sociale
4271,11720.0,PEDAGOGIE,pedagogie generale,institut totoro,protestant,totoro,totoro,pedagogie
4276,11725.0,TECHNIQUE,sociale,institut totoro,protestant,totoro,totoro,sociale
4468,11988.0,PEGAGOGIE,pedagogie generale,institut totoro,protestant,totoro,totoro,pedagogie
2323,9135.0,Pédagogique,pédagogie générale,savana,privé,savana,savana,pedagogie
3833,10884.0,Littéraire,latin-philosophie,savana,privé,savana,savana,latin philo
4083,11516.0,SCIENTIFIQUE,bio chimie,cs  savana,privé,savana,savana,bio-chimie
1456,7738.0,PEDAGOGIEQUE,peda generale,institut lwanga bobandana,catholique,lwanga bobandana,lwanga bobandana,pedagogie
1464,7755.0,PEDAGOGIEQUE,peda generale,institut lwanga/bobandana,catholique,lwanga/bobandana,lwanga bobandana,pedagogie
4175,11617.0,PEDAGOGIE,pedagogie generale,institut lwanga de bobandana,catholique,lwanga de bobandana,lwanga bobandana,pedagogie
4345,11799.0,TECHNIQUE,sociale,college lluanga bobandana,catholique,lluanga bobandana,lwanga bobandana,sociale
2266,9076.0,Technique,commerciale et administrative,virunga,privé,virunga,virunga,commmerciale et adm
2592,9436.0,Pédagogique,pédagogie générale,cs virunga,privé,virunga,virunga,pedagogie
4270,11719.0,PEDAGOGIE,pedagogie generale,cs virunga,privé,virunga,virunga,pedagogie
2241,9048.0,Technique,sociale,bmba gombo,catholique,bmba gombo,bemba gombo,sociale
2398,9215.0,Technique,sociale,bemba gombo,catholique,bemba gombo,bemba gombo,sociale
2929,9922.0,Technique,sociale,bemba gombo,catholique,bemba gombo,bemba gombo,sociale
3285,10301.0,Technique,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
3390,10417.0,Scientifique,biologie chimie,mbumba moaso,catholique,mbumba moaso,bemba gombo,bio-chimie
3688,10736.0,Technique,sociale,bemba gombo,catholique,bemba gombo,bemba gombo,sociale
3895,11315.0,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4211,11655.0,TECHNIQUE,sociale,intitut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4251,11699.0,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4482,12004.0,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4615,12146.0,TECHNIQUE,nutrition,institut bemba gombo,catholique,bemba gombo,bemba gombo,nutr
649,5138.0,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
839,6337.0,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
868,6383.0,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
1255,7306.0,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
1275,7339.0,PED,pg,sayuni,protestant,sayuni,sayuni,pedagogie
1612,8199.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2101,8904.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2115,8918.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2116,8919.0,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
2410,9227.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2492,9313.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
2580,9417.0,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
2642,9496.0,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3080,10088.0,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3081,10089.0,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3099,10108.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
3194,10207.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
3252,10266.0,Pédagogique,pédagogie générale,institut sayuni,protestant,sayuni,sayuni,pedagogie
3561,10606.0,Pédagogique,pédagogie générale,sayuni,protestant,sayuni,sayuni,pedagogie
3699,10748.0,Technique,sociale,sayuni,protestant,sayuni,sayuni,sociale
4217,11661.0,TECHNIQUE,sociale,institut sayuni,protestant,sayuni,sayuni,sociale
4265,11714.0,TECHNIQUE,nutrition,institut sayuni,protestant,sayuni,sayuni,nutr
4548,12076.0,TECHNIQUE,sociale,institut sayuni,publique,sayuni,sayuni,sociale
4632,12165.0,PEDAGOGIE,pedagogie generale,institut sayuni,publique,sayuni,sayuni,pedagogie
1500,7834.0,Technique,commerciale et administrative,kalimabenge,privé,kalimabenge,kalimabenge,commmerciale et adm
4685,12224.0,TECHNIQUE,sociale,institut kalimabenge,privé,kalimabenge,kalimabenge,sociale
473,4710.0,PED,pg,de bagira,publique,de bagira,de bagira,pedagogie
633,5094.0,PED,pg,de bagira,publique,de bagira,de bagira,pedagogie
4691,12231.0,PEDAGOGIE,pedagogie generale,institut de bagira,publique,de bagira,de bagira,pedagogie
86,3636.0,PED,pg,amani,catholique,amani,amani,pedagogie
118,3736.0,SCIENTIFIQUE,biochimie,lycee amani,catholique,amani,amani,bio-chimie
144,3838.0,SC,bc,l amani,catholique,l amani,amani,bio-chimie
145,3849.0,SCIENTIFIQUE,bio chimie,lycee amani,catholique,amani,amani,bio-chimie
147,3854.0,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
155,3878.0,SCIENTIFIQUE,bio chimie,lycee amani,catholique,amani,amani,bio-chimie
169,3918.0,SCIENTIFIQUE,b,lycee amani,catholique,amani,amani,batiment
264,4299.0,SC,bc,l amani,catholique,l amani,amani,bio-chimie
328,4402.0,SC,bc,l amani,catholique,l amani,amani,bio-chimie
574,4923.0,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
578,4932.0,SC,bc,l amani,catholique,l amani,amani,bio-chimie
591,4958.0,PED,pg,amani,catholique,amani,amani,pedagogie
674,5240.0,SC,bc,amani,catholique,amani,amani,bio-chimie
708,5703.0,SC,bc,l amani,catholique,l amani,amani,bio-chimie
717,5724.0,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
870,6386.0,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
946,6543.0,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
994,6639.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1064,6898.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1068,6911.0,SC,bc,l amani,catholique,l amani,amani,bio-chimie
1196,7190.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1210,7212.0,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
1241,7284.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1327,7436.0,SCIENTIFIQUE,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
1331,7445.0,SCIENTIFIQUE,bio chimie,lycee amani,catholique,amani,amani,bio-chimie
1365,7546.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
1394,7620.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1401,7632.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1405,7640.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1417,7662.0,SC,bc,amani,catholique,amani,amani,bio-chimie
1432,7704.0,SC,bc,lycee amani,catholique,amani,amani,bio-chimie
1633,8228.0,SCIENTIFIQUE,bio-chimie,amani,catholique,amani,amani,bio-chimie
1673,8277.0,SCIENTIFIQUE,bio-chimie,lycee amani,catholique,amani,amani,bio-chimie
1682,8287.0,Scientifique,biologie-chimie,lycee amani,catholique,amani,amani,bio-chimie
1715,8333.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1733,8355.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1826,8478.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1827,8479.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1853,8518.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
1964,8672.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
2014,8737.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2105,8908.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2633,9486.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2634,9487.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
2878,9870.0,Scientifique,bioligie-chimie,lycée amani,catholique,amani,amani,bio-chimie
2927,9920.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3087,10095.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3090,10098.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3106,10116.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3108,10118.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3195,10208.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3274,10289.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3355,10377.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3409,10437.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3583,10629.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3592,10638.0,Pédagogique,pédagogie générale,amani,catholique,amani,amani,pedagogie
3598,10644.0,Scientifique,biologie-chimie,lycée amani,catholique,amani,amani,bio-chimie
3876,11244.0,Scientifique,chimie biologie,lycée amani,catholique,amani,amani,bio-chimie
3878,11251.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
3880,11266.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
3882,11269.0,Scientifique,biologie chimie,lycée amani,catholique,amani,amani,bio-chimie
3898,11319.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4040,11468.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4104,11540.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4210,11654.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4230,11675.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4244,11690.0,PEDAGOGIE,pedagogie generale,institut amani,protestant,amani,amani,pedagogie
4329,11781.0,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4592,12123.0,PEDAGOGIE,pedagogie generale,institut amani,musulman,amani,amani,pedagogie
417,4587.0,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
490,4750.0,LIT,lp,kasali,publique,kasali,kasali,latin philo
630,5079.0,PEDAGOGIEQUE,pedagerale,kasali,publique,kasali,kasali,pedagogie
695,5678.0,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
730,5754.0,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
973,6600.0,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
1222,7233.0,TEC,ca,kasali,publique,kasali,kasali,commmerciale et adm
1494,7821.0,Pédagogique,pédagogie générale,kasali,publique,kasali,kasali,pedagogie
2542,9371.0,Technique,commerciale et administrative,kasali,publique,kasali,kasali,commmerciale et adm
2801,9722.0,Littéraire,latin philo,kasali,publique,kasali,kasali,latin philo
3048,10053.0,Pédagogique,pédagogie générale,kasali,publique,kasali,kasali,pedagogie
3185,10198.0,Technique,commerciale et administrative,kasali,publique,kasali,kasali,commmerciale et adm
4460,11979.0,PEGAGOGIE,pedagogie generale,institut kasali,publique,kasali,kasali,pedagogie
22,1847.0,LITT,lp,institut de bukavu,publique,de bukavu,de bukavu,latin philo
555,4874.0,LIT,lp,de bukavu,publique,de bukavu,de bukavu,latin philo
1269,7331.0,SCIENTIFIQUE,bio chimie,de bukavu,publique,de bukavu,de bukavu,bio-chimie
1526,7910.0,PED,pg,de bukavu,publique,de bukavu,de bukavu,pedagogie
1587,8166.0,LITERRAIRE,latin philo,bukavu,publique,bukavu,de bukavu,latin philo
1636,8231.0,Pédagogique,pédagogie générale,des bukavu,publique,des bukavu,de bukavu,pedagogie
2334,9146.0,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
2423,9240.0,Technique,informatique,institut de bukavu,publique,de bukavu,de bukavu,commerciale informatique
2719,9583.0,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
2829,9816.0,Scientifique,biologie-chimie,bukavu,publique,bukavu,de bukavu,bio-chimie
3058,10064.0,Scientifique,biologie chimie,bukavu,publique,bukavu,de bukavu,bio-chimie
3135,10147.0,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
