,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
1170,SC,bc,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,bio-chimie
1385,SC,ca,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,commmerciale et adm
2760,Scientifique,biologie chimie,malika wa mbingu,catholique,malika wa mbingu,malikia wa bingu,bio-chimie
2799,Pédagogique,pédagogie générale,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,pedagogie
3755,Scientifique,biologie-chimie,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,bio-chimie
4146,COMMERCIALE,commerciale informatique,institut malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,commerciale informatique
4334,COMMERCIALE,commerciale informatique,institut malikiya wa mbingu,catholique,malikiya wa mbingu,malikia wa bingu,commerciale informatique
4388,PEDAGOGIE,pedagogie generale,institut malikia wa bingu,catholique,malikia wa bingu,malikia wa bingu,pedagogie
4480,COMMERCIALE,commerciale informatique,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,commerciale informatique
4481,COMMERCIALE,commerciale informatique,malkia wa mbingu,privé,malkia wa mbingu,malikia wa bingu,commerciale informatique
4484,COMMERCIALE,commerciale informatique,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,commerciale informatique
4485,SCIENTIFIQUE,bio chimie,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,bio-chimie
4492,PEDAGOGIE,pedagogie generale,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,pedagogie
844,LIT,lp,cs la sapiniere,privé,la sapiniere,la sapiniere,latin philo
1469,LITTERAIRE,latin philo,c.s la sapiniere,privé,c.s la sapiniere,la sapiniere,latin philo
3623,Pédagogique,pédagogie générale,cs la spinière,privé,la spinière,la sapiniere,pedagogie
4710,LITTERAIRE,latin philo,cs la sapiniere,privé,la sapiniere,la sapiniere,latin philo
49,PEDAGOGIEQUE,pËda generale,inst bora,privé,bora,moria,pedagogie
122,PED,pg,i moria,privé,moria,moria,pedagogie
151,PEDAGOGIEQUE,peda gen,i moria,privé,moria,moria,pedagogie
311,PED,pg,monvu,privé,monvu,moria,pedagogie
366,PED,pg,inst bora,privé,bora,moria,pedagogie
460,PED,pg,moria,privé,moria,moria,pedagogie
601,PED,pg,moria,privé,moria,moria,pedagogie
634,PED,pg,moria,privé,moria,moria,pedagogie
855,TEC,ca,moria,privé,moria,moria,commmerciale et adm
879,TEC,ca,moria,privé,moria,moria,commmerciale et adm
985,TEC,ca,moria,privé,moria,moria,commmerciale et adm
1606,PEDAGOGIE,pedagogie generale,bora,privé,bora,moria,pedagogie
1668,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
1683,TECHNIQUE,commerciale administrative,moria,privé,moria,moria,commmerciale et adm
1794,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
1965,Technique,commerciale administrative,moria,privé,moria,moria,commmerciale et adm
1995,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
2188,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
2275,Technique,sociale,moria,privé,moria,moria,sociale
2337,Pédagogique,pédagogie générale,bora,privé,bora,moria,pedagogie
2375,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
2389,Technique,sociale,cs jerico,privé,jerico,moria,sociale
2392,Technique,sociale,cs jerico,privé,jerico,moria,sociale
2462,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
2465,Technique,sociale,moria,privé,moria,moria,sociale
2516,Technique,sociale,mbogha,privé,mbogha,moria,sociale
2546,Pédagogique,pédagogie générale,cofi,privé,cofi,moria,pedagogie
2595,Technique,sociale,moria,privé,moria,moria,sociale
2611,Technique,sociale,moria,privé,moria,moria,sociale
2806,Technique,sociale,jerico,privé,jerico,moria,sociale
3012,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
3134,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
3151,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
3250,Technique,commerciale et administrative,institut moria,privé,moria,moria,commmerciale et adm
3267,Technique,sociale,institut moria,privé,moria,moria,sociale
3280,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
3399,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
3523,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
3527,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
3595,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
3685,Pédagogique,pédagogie générale,moria,privé,moria,moria,pedagogie
3691,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
3841,Technique,commerciale et administrative,moria,privé,moria,moria,commmerciale et adm
3867,Technique,sociale,cs jericho,privé,jericho,moria,sociale
4010,TECHNIQUE,sociale,institut moria,publique,moria,moria,sociale
4095,PEDAGOGIE,pedagogie generale,cs jerico,privé,jerico,moria,pedagogie
4298,TECHNIQUE,sociale,college adora,privé,adora,moria,sociale
4317,TECHNIQUE,sociale,institut moriya,publique,moriya,moria,sociale
4384,TECHNIQUES,sociale,institut moria,publique,moria,moria,sociale
4411,PEGAGOGIE,pedagogie generale,cs  horizon,privé,horizon,moria,pedagogie
4427,PEGAGOGIE,pedagogie generale,cs eveil,privé,eveil,moria,pedagogie
4526,TECHNIQUE,sociale,cs jerico,privé,jerico,moria,sociale
4527,PEDAGOGIE,pedagogie generale,institut moriya,protestant,moriya,moria,pedagogie
4612,PEDAGOGIE,pedagogie generale,institut moriya,protestant,moriya,moria,pedagogie
4670,COMMERCIALE,commerciale informatique,cs jerico,privé,jerico,moria,commerciale informatique
4681,COMMERCIALE,commerciale informatique,cs jerico,privé,jerico,moria,commerciale informatique
837,TECH,soc,masikilizano,catholique,masikilizano,masikilizano,sociale
4439,TECHNIQUE,sociale,institut masikilizano,catholique,masikilizano,masikilizano,sociale
4677,SCIENTIFIQUE,bio chimie,institut masikilizano,privé,masikilizano,masikilizano,bio-chimie
166,PEDAGOGIEQUE,pg,i msawato,publique,msawato,mawato,pedagogie
186,PEDAGOGIEQUE,peda generale,institut msawato,publique,msawato,mawato,pedagogie
220,PEDAGOGIEQUE,pg,inst musawato,publique,musawato,mawato,pedagogie
753,SC,bc,lycee kazaroho,publique,kazaroho,mawato,bio-chimie
769,Pédagogique,pédagogie générale,msawato,publique,msawato,mawato,pedagogie
1130,PED,pg,mapatano,publique,mapatano,mawato,pedagogie
1209,SC,mp,lycee mapatano,publique,mapatano,mawato,math-physique
1409,SC,mp,mapatano,publique,mapatano,mawato,math-physique
1454,PEDAGOGIEQUE,peda generale,lycee mapatano,publique,mapatano,mawato,pedagogie
1530,PEDAGOGIE,pedagogie generale,msawato,publique,msawato,mawato,pedagogie
1875,Technique,sociale,msawato,publique,msawato,mawato,sociale
1910,Technique,sociale,msawato,publique,msawato,mawato,sociale
1950,Pédagogique,pédagogie générale,zawadi,publique,zawadi,mawato,pedagogie
2194,Technique,sociale,msawato,publique,msawato,mawato,sociale
2244,Technique,sociale,mawato,publique,mawato,mawato,sociale
2373,Pédagogique,pédagogie générale,msawato,publique,msawato,mawato,pedagogie
2414,Scientifique,mathématique physiqe,lycée mapatano,publique,mapatano,mawato,math-physique
2612,Pédagogique,pédagogie générale,vuvatsi,publique,vuvatsi,mawato,pedagogie
2692,Technique,sociale,msawato,publique,msawato,mawato,sociale
2861,Scientifique,mathématique physique,lycée mapatano,publique,mapatano,mawato,math-physique
3039,Technique,sociale,msawato,publique,msawato,mawato,sociale
3582,Pédagogique,pédagogie générale,makito,publique,makito,mawato,pedagogie
3653,Pédagogique,pédagogie générale,msawato,publique,msawato,mawato,pedagogie
3727,Pédagogique,pédagogie générale,msawato,publique,msawato,mawato,pedagogie
3896,TECHNIQUE,sociale,institut msawato,publique,msawato,mawato,sociale
4006,PEDAGOGIE,pedagogie generale,institut msawato,protestant,msawato,mawato,pedagogie
4459,PEGAGOGIE,pedagogie generale,institut msawato,protestant,msawato,mawato,pedagogie
8,TECHNIQUE,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
64,TECHNIQUE,commerciale et adm,"inst mikeno n,c,",publique,"mikeno n,c,",mikeno nc,commmerciale et adm
111,TECHN,ca,i mikeno/off,publique,mikeno/off,mikeno nc,commmerciale et adm
218,TECHNI,sociale,inst mikeno,publique,mikeno,mikeno nc,sociale
230,TEC,ca,mikeno,publique,mikeno,mikeno nc,commmerciale et adm
410,HOTESE D'ACCEUIL,hotesse d'aceuil,inst mikeno,publique,mikeno,mikeno nc,hotesse d'acceuil
471,TECH,sociale,mikeno/nc,publique,mikeno/nc,mikeno nc,sociale
585,TECH,sociale,mikeno/nc,publique,mikeno/nc,mikeno nc,sociale
706,TECHN,sociale,i mikeno,publique,mikeno,mikeno nc,sociale
888,TECHNIQUE,com et adm,institut mikeno,publique,mikeno,mikeno nc,commmerciale et adm
904,Technique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
978,TEC,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
990,TEC,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
1049,TEC,soc,mikeno,publique,mikeno,mikeno nc,sociale
1207,TEC CA,ca,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
1250,TEC,ca,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
1586,TECHNIQUE,commerciale administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
1593,TECHNIQUE,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
1600,TECHNIQUE,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
1615,Technique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
1646,TECHNIQUE,commerciale administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
1647,Techhnique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
1652,Pédagogique,pédagogie générale,mikeno nk,publique,mikeno nk,mikeno nc,pedagogie
1660,TECHNIQUE,commerciale administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
1740,Technique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
1851,Technique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
1946,Pédagogique,pédagogie générale,mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
2049,Technique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
2057,Technique,sociale,mikeno,publique,mikeno,mikeno nc,sociale
2210,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
2226,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
2614,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
2630,Pédagogique,pédagogie générale,mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
2779,Pédagogique,pédagogie générale,mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
2893,Technique,sociale,mikeno,publique,mikeno,mikeno nc,sociale
2942,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
2981,Technique,sociale,mikeno/nc,publique,mikeno/nc,mikeno nc,sociale
3074,Technique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
3248,Technique,commerciale et administrative,institut mikeno,publique,mikeno,mikeno nc,commmerciale et adm
3258,Technique,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
3311,Pedagogique,pedagogie générale,institut mikeno,publique,mikeno,mikeno nc,pedagogie
3322,Technique,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
3373,Technique,commerciale et administrative,institut mikeno,publique,mikeno,mikeno nc,commmerciale et adm
3387,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
3580,Technique,sociale,mikeno/nc,publique,mikeno/nc,mikeno nc,sociale
3912,TECHNIQUE,sociale,institut mikeno nc,publique,mikeno nc,mikeno nc,sociale
3934,TECHNIQUE,sociale,institut mikeno nc,publique,mikeno nc,mikeno nc,sociale
4138,TECHNIQUE,sociale,institut mikeno,musulman,mikeno,mikeno nc,sociale
4286,TECHNIQUE,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
4465,PEGAGOGIE,pedagogie generale,institut mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
4554,TECHNIQUE,sociale,institut mikeno eci,musulman,mikeno eci,mikeno nc,sociale
4567,COMMERCIALE,commerciale et administrative,institut mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
4643,TECHNIQUE,sociale,institut mikeno nc,publique,mikeno nc,mikeno nc,sociale
1898,Technique,sociale,matumaini,catholique,matumaini,matumaini,sociale
3572,Pédagogique,pédagogie générale,matumaini,catholique,matumaini,matumaini,pedagogie
3810,Pédagogique,pédagogie générale,matumaini,catholique,matumaini,matumaini,pedagogie
4223,TECHNIQUE,secretariat,institut matumaini,catholique,matumaini,matumaini,secretariat
906,Technique,nitrution,lycée sante ursule,catholique,sante ursule,sainte ursule,nutr
1202,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1223,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1248,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1252,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1259,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1266,TEC,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1272,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1278,TEC,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1281,TEC,ca,stec ursule,catholique,stec ursule,sainte ursule,commmerciale et adm
1285,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1309,TEC,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1326,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
1512,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1570,TECHNIQUE,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1573,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1579,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1585,TECHNIQUE,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1617,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1620,Technique,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1635,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1655,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1656,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1667,Technique,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1737,Technique,sociale,ste  ursule,catholique,ste ursule,sainte ursule,sociale
1755,Technique,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1770,Technique,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1781,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1806,Technique,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1919,Technique,sociale,lycée ste ursile,catholique,ste ursile,sainte ursule,sociale
1944,Technique,nutrition,lycée ste ursile,catholique,ste ursile,sainte ursule,nutr
1975,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2032,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2086,Technique,nutrition,lycée saint ursile,catholique,saint ursile,sainte ursule,nutr
2126,Technique,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
2139,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2179,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2248,Technique,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
2347,Technique,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
2376,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2403,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2420,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2433,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2470,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2473,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2477,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2484,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2573,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2598,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2704,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2733,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2747,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
