,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
321,MEC,mec gener,adventiste/bunia,,adventiste/bunia,adventiste/bunia,mec gene
322,TECH,ca,inst lisalisi,,lisalisi,lisalisi,commmerciale et adm
351,TEC,ca,rutoboko,,rutoboko,rutoboko,commmerciale et adm
381,TECH,sociale,mikeno/isl,,mikeno/isl,mikeno isl,sociale
401,TECH,sociale,hodari,,hodari,hodari,sociale
402,TEC,ca,kirumba,,kirumba,kirumba,commmerciale et adm
407,PED,pg,cs lumiere,,lumiere,lumiere,pedagogie
408,TECH,ca,katana,,katana,katana,commmerciale et adm
422,PED,pg,college la vallee,,la vallee,la releve,pedagogie
434,SC,mp,oicha,,oicha,oicha,math-physique
436,TEC,sociale,mikeno off,,mikeno off,mikeno isl,sociale
437,TEC,sociale,macha,,macha,macha,sociale
439,PED,pg,uaminifu,,uaminifu,uaminifu,pedagogie
440,PED,pg,inst kasuo,,kasuo,kasuo,pedagogie
441,PED,pg,auto,,auto,auto,pedagogie
445,PED,pg,cs seamen,,seamen,seamen,pedagogie
452,PED,pg,lycee mwinda,,mwinda,lycee mwinda,pedagogie
457,TEC,soc,ilambula,,ilambula,ilambula,sociale
467,PED,pg,tuadibishe,,tuadibishe,maadibisho,pedagogie
469,SC,bc,lwanga,,lwanga,lwanga,bio-chimie
472,PED,pg,cs losa,,losa,losa,pedagogie
474,PED,pg,ufamandu,,ufamandu,ufamandu,pedagogie
477,LITT,lp,l mwandu,,l mwandu,l mwandu,latin philo
491,TECH,sociale,beni,,beni,de beni,sociale
494,TEC,sociale,mikeno isl,,mikeno isl,mikeno isl,sociale
499,PED,pg,8 mars,,8 mars,gs 8 mars,pedagogie
500,LITT,lp,ps tumaini letu,,ps tumaini letu,tumaini letu,latin philo
504,PED,pg,nyabibwe,,nyabibwe,nyabibwe,pedagogie
511,PED,pg,edap/upn,,edap/upn,edap/upn,pedagogie
520,TECH,coupe couture,lycee de kalamu,,de kalamu,de kalamu,coupe couture
524,PED,pg,kayanja,,kayanja,kayanja,pedagogie
526,PED,pg,kahya cibanda,,kahya cibanda,kahya cibanda,pedagogie
545,PED,pg,ruwenzori,,ruwenzori,ruwenzori,pedagogie
546,PED,pg,sake,,sake,sake,pedagogie
549,PED,pg,luapula,,luapula,luapula,pedagogie
550,TEC,ca,ecole belge,,belge,belge,commmerciale et adm
563,PED,pg,bagira,,bagira,bagira,pedagogie
564,PED,pg,katana,,katana,katana,pedagogie
571,PED,pg,lukpafu,,lukpafu,luka,pedagogie
575,LIT,lp,mwana,,mwana,mwana,latin philo
581,SC,bc,l mwandu,,l mwandu,l mwandu,bio-chimie
582,TEC,nutr,petits genies,,petits genies,petits génies,nutr
598,PED,pg,kasika,,kasika,kasika,pedagogie
600,TECH,sociale,i rutoboko,,rutoboko,rutoboko,sociale
602,TEC,sociale,it bugabo,,it bugabo,it bugabo,sociale
603,TEC,sociale,ruwenzori,,ruwenzori,ruwenzori,sociale
609,PED,pg,bikuka,,bikuka,bikuka,pedagogie
612,PED,pg,auto,,auto,auto,pedagogie
620,LIT,lp,kanzulinzuli,,kanzulinzuli,kanzulinzuli,latin philo
632,PED,pg,kyatenga,,kyatenga,kyatenga,pedagogie
635,ped,pg,8 mars,,8 mars,gs 8 mars,pedagogie
638,SC,bc,i bigilimani,,bigilimani,bigilimani,bio-chimie
642,PED,pg,lumiere,,lumiere,lumiere,pedagogie
645,PED,pg,mambowa,,mambowa,mambowa,pedagogie
646,ECONOMIE,inconnu,ecole belge,,belge,belge,inconnu
647,PED,pg,lwanga,,lwanga,lwanga,pedagogie
650,TEC,construction,oicha,,oicha,oicha,construction
654,TEC,sociale,bagira,,bagira,bagira,sociale
659,ITM/INFIRMIERE,inconnu,itm tulizeni/kyondo,,itm tulizeni/kyondo,itm tulizeni/kyondo,inconnu
660,LIT,lp,mugeri,,mugeri,mugeri,latin philo
662,PED,pg,bukinanyana,,bukinanyana,bukinanyana,pedagogie
664,TECHN,elec,mahamba,,mahamba,mahamba,elec
668,PED,pg,auto,,auto,auto,pedagogie
688,PED,pg,kabamba/cigoma,,kabamba/cigoma,kanyabayonga,pedagogie
691,PED,pg,gs de karhale,,gs de karhale,gs de la salle,pedagogie
692,PED,pg,auto,,auto,auto,pedagogie
715,LIT,lp,vuhika,,vuhika,vuhika,latin philo
724,PED,pg,vikanzu,,vikanzu,vikanzu,pedagogie
732,LIT,lp,vuhika,,vuhika,vuhika,latin philo
733,TEC,sociale,visolo,,visolo,visolo,sociale
735,PED,pg,katwa,,katwa,i katwa,pedagogie
738,TEC AGR,nutrition,itav bbo,,itav bbo,itav bbo,nutr
741,TEC,ca,malende,,malende,malende,commmerciale et adm
755,SC,bc,umoja i fs,,umoja fs,umoja fs,bio-chimie
773,PED,pg,rufunda,,rufunda,rufunda,pedagogie
777,TEC,ca,ujasiri,,ujasiri,ujasiri,commmerciale et adm
780,LIT,lp,coll de la sagesse,,coll de la sagesse,gs de la salle,latin philo
797,PED,pg,tujikaze,,tujikaze,tujikaze,pedagogie
802,LIT,lp,pt seminaire tumaini letu,,pt seminaire tumaini letu,pt seminaire tumaini letu,latin philo
805,TEC,ca,jikaze,,jikaze,jikaze,commmerciale et adm
814,PED,pg,bagira,,bagira,bagira,pedagogie
840,PED,pg,hekima,,hekima,hekima,pedagogie
845,PED,pg,mululu,,mululu,mululu,pedagogie
846,TEC,ca,diabena,,diabena,diabena,commmerciale et adm
861,TEC,ca,mikeni islam,,mikeni islam,mikeno isl,commmerciale et adm
866,TEC,ca,uaminifu,,uaminifu,uaminifu,commmerciale et adm
876,PED,pn,utamaduni,,utamaduni,utamaduni,pedagogie
881,PED,pg,lwanga,,lwanga,lwanga,pedagogie
891,PED,pg,mulo,,mulo,mulo,pedagogie
894,PED,pg,lukpfu,,lukpfu,luka,pedagogie
923,PED,pg,auto,,auto,auto,pedagogie
928,SC,bc,muku,,muku,muku,bio-chimie
933,PED,pg,nyantende,,nyantende,nyantende,pedagogie
947,TEC,ca,mgr byaene,,mgr byaene,mgr byaghene,commmerciale et adm
954,TEC,sociale,beni,,beni,de beni,sociale
963,TEC,sociale,lwanga,,lwanga,lwanga,sociale
965,SC,mp,kitundu,,kitundu,kitundu,math-physique
970,LIT,lp,mwangaza,,mwangaza,mwangaza,latin philo
972,LIT,lp,gs tumba,,gs tumba,gs tumba,latin philo
974,PED,pg,cs mapera,,mapera,mapera,pedagogie
975,PED,pg,auto,,auto,auto,pedagogie
977,PED,pg,mutambala,,mutambala,mutambala,pedagogie
981,SC,bc,mwenga,,mwenga,mwenga,bio-chimie
983,TEC,electricite industrielle,kanyabayonga,,kanyabayonga,kanyabayonga,elec indust
984,SC,mp,kibabi,,kibabi,kibabi,math-physique
991,PED,pg,auto,,auto,auto,pedagogie
995,Scientifique,biologie chimie,lwanga,,lwanga,lwanga,bio-chimie
1004,PED,pg,katwa,,katwa,i katwa,pedagogie
1006,TEC,sociale,kamole,,kamole,kamole,sociale
1008,TEC,sociale,beni,,beni,de beni,sociale
1009,PED,pg,tuendelee,,tuendelee,tuendelee,pedagogie
1017,PED,pg,utamaduni,,utamaduni,utamaduni,pedagogie
1022,PED,pg,mgr byaghene,,mgr byaghene,mgr byaghene,pedagogie
1025,SC,bc,cirezi,,cirezi,cirezi,bio-chimie
1034,SC,bc,mwandu,,mwandu,mwandu,bio-chimie
1037,PED,pg,1uto,,1uto,1uto,pedagogie
1040,PED,pg,nyabiondo,,nyabiondo,nyabiondo,pedagogie
1042,PED,pg,kyatenga,,kyatenga,kyatenga,pedagogie
1048,TEC,soc,mikeno  off,,mikeno off,mikeno isl,sociale
1051,PED,pg,mont kitenge,,mont kitenge,mont kitenge,pedagogie
1053,Pédagogique,pédagogie générale,lycée utaniadun,,utaniadun,utaniadun,pedagogie
1054,SC,bc,cs lumiere,,lumiere,lumiere,bio-chimie
1056,PED,pg,buramba,,buramba,buramba,pedagogie
1069,SC,bc,mwajengo,,mwajengo,mwajengo,bio-chimie
1070,PED,pg,gs 8 mars,,gs 8 mars,gs 8 mars,pedagogie
1073,Pédagogique,pédagogie générale,mwangaza,,mwangaza,mwangaza,pedagogie
1077,PED,pg,itcb,,itcb,itcb,pedagogie
1083,TEC,ca,bandari,,bandari,bandari,commmerciale et adm
1087,TEC,sociale,mikeno off,,mikeno off,mikeno isl,sociale
1089,Sciences infirmières,hospitalière,itm kizito,,itm kizito,itm kizito,hospitalière
1091,PED,pg,bugarula,,bugarula,bugarula,pedagogie
1093,Littéraire,latin philo,kirumba,,kirumba,kirumba,latin philo
1094,inconnu,inconnu,itm,,itm,itm,inconnu
1096,SC,bc,edap isp bukavu,publique,edap isp bukavu,edap/isp bukavu,bio-chimie
1101,TEC,nutrition,musanga,,musanga,musanga,nutr
1102,PED,pg,cirezi,,cirezi,cirezi,pedagogie
1110,PED,pg,lukpfu,,lukpfu,luka,pedagogie
1111,PED,pg,buramba,,buramba,buramba,pedagogie
1116,PED,pg,katana,,katana,katana,pedagogie
1117,PED,pg,cibanda,,cibanda,cibanda,pedagogie
1122,PED,pg,nderembi,,nderembi,nderembi,pedagogie
1125,PED,pg,auto,,auto,auto,pedagogie
1126,PED,pg,lumiere,,lumiere,lumiere,pedagogie
1131,TEC,sociale,mikeno isl,,mikeno isl,mikeno isl,sociale
1140,SC,math physique,institut kifungo,,kifungo,kifungo,math-physique
1152,PED,pg,gracia,,gracia,gracia,pedagogie
1155,PEDAGOGIEQUE,peda generale,bikuka,,bikuka,bikuka,pedagogie
1158,SCIENTIFIQUE,bio chimie,institut tuadibishe,,tuadibishe,maadibisho,bio-chimie
1166,PEDAGOGIEQUE,peda generale,institut bwinzi,,bwinzi,institut bwinzi,pedagogie
1177,SCIENTIFIQUE,math physique,college mayele,,mayele,mayele,math-physique
1189,SC,bc,tuadibishe,,tuadibishe,maadibisho,bio-chimie
1200,TEC,ca,luvango,,luvango,luvango,commmerciale et adm
1203,TEC,ca,lumiere,,lumiere,lumiere,commmerciale et adm
1217,SC,bc,mwandu,,mwandu,mwandu,bio-chimie
1218,TEC,ca,loyola,,loyola,loyola,commmerciale et adm
1237,TEC,ca,katwa,,katwa,i katwa,commmerciale et adm
1238,TECHNIQUE,com et adm,institut jikaze,,jikaze,jikaze,commmerciale et adm
1244,TEC,sociale,mikeno isl,,mikeno isl,mikeno isl,sociale
1254,HOTESSE D ACEUIL,inconnu,mikeno islam,,mikeno islam,mikeno isl,inconnu
1257,PED,pg,auto,,auto,auto,pedagogie
1258,SC,mp,essi nyamirambo,,essi nyamirambo,essi nyamirambo,math-physique
1267,LIT,lp,kaoze,,kaoze,kaoze,latin philo
1279,TEC,sociale,kanzulnzuli,,kanzulnzuli,kanzulinzuli,sociale
1290,PED,pg,hekima,,hekima,hekima,pedagogie
1292,PED,pg,uaminifu,,uaminifu,uaminifu,pedagogie
1293,PED,pg,moliere,,moliere,moliere,pedagogie
1297,PED,pg,salama,,salama,salama,pedagogie
1307,TEC,nutrition,famila dei,,famila dei,famila dei,nutr
1310,TEC,sociale,mikeno islam,,mikeno islam,mikeno isl,sociale
1313,PED,pg,cirezi,,cirezi,cirezi,pedagogie
1321,Pédagogique,pédagogie générale,cs le germe,,le germe,le germe,pedagogie
1324,Pédagogique,pédagogie générale,la vision,,la vision,la vision,pedagogie
1325,PED,pg,totro,,totro,totro,pedagogie
1332,TECHNIQUE,nutrition,le petit genie,,le petit genie,les petits génies,nutr
1334,Scientifique,biologie chimie,lycée cirezi,,cirezi,cirezi,bio-chimie
1339,PED,pg,sainte famille,,sainte famille,sainte famille,pedagogie
1346,TEC,ca,cs mgr moke,,mgr moke,mgr moke,commmerciale et adm
1347,LITTERAIRE,latin philo,g.s lemba,,g.s lemba,g.s lemba,latin philo
1348,Pédagogique,pédagogie générale,kasika,,kasika,kasika,pedagogie
1351,Pédagogique,pédagogie normale,lycée utamaduni,,utamaduni,utamaduni,pedagogie
1354,SC,bc,rwabika,,rwabika,rwabika,bio-chimie
1359,SBC,inconnu,rwabika,,rwabika,rwabika,inconnu
1362,PED,pg,auto,,auto,auto,pedagogie
1367,SC,bc,bwindi,,bwindi,bwindi,bio-chimie
1370,SC,bc,gihundu,,gihundu,gihundu,bio-chimie
1371,SC,bc,lycee cirezi,,cirezi,cirezi,bio-chimie
1373,TEC,imprimerie,iti mahamba,,iti mahamba,itk mahamba,imprimerie
1377,PED,pg,auto,,auto,auto,pedagogie
1386,SC,mp,bustani,,bustani,bustani,math-physique
1387,PED,pg,meso,,meso,meso,pedagogie
1391,TEC,mec machines outils,funu maendeleo,,funu maendeleo,itfm maendeleo,mecanique machines outils
1392,ELECTRICITE INDUSTR,inconnu,lyce techn de la pleine,,lyce techn de la pleine,lyce techn de la pleine,inconnu
1393,PED,peda generale,kasika,,kasika,kasika,pedagogie
1402,SC,mp,edap isp bkv,,edap isp bkv,edap isp bkv,math-physique
1403,SC,mp,jikaze,,jikaze,jikaze,math-physique
1410,SC,bc,lwanga,,lwanga,lwanga,bio-chimie
1422,Scientifique,biologie chimie,saiente famille,,saiente famille,sainte famille,bio-chimie
1429,SC,bc,inst de la sucrerie de kiliba,,de la sucrerie de kiliba,de la sucrerie de kiliba,bio-chimie
1431,SC,mp,st kizito,,st kizito,itm kizito,math-physique
1433,TEC,ca,edap isp bkv,,edap isp bkv,edap isp bkv,commmerciale et adm
1436,PED,pg,itavep/mahanga,,itavep/mahanga,itk mahamba,pedagogie
1439,PED,pg,sake,,sake,sake,pedagogie
1442,PED,pg,bunyanga,,bunyanga,bunyanga,pedagogie
1446,TEC,com inform,tmaini,,tmaini,tmaini,commerciale informatique
1451,TEC,sociale,hekima,,hekima,hekima,sociale
1473,PEDAGOGIEQUE,peda generale,institut patemo,,patemo,patemo,pedagogie
1480,TECHNIQUE,com et adm,itc  ngaliema,,itc ngaliema,itc ngaliema,commmerciale et adm
1487,Scientifique,biologie chimie,mwandu,,mwandu,mwandu,bio-chimie
1489,PED,pg,mfuki,,mfuki,mfuki,pedagogie
1491,PED,pg,mululu,,mululu,mululu,pedagogie
1492,Pédagogique,pédagogie générale,mikeno officiel,,mikeno officiel,mikeno isl,pedagogie
1498,PED,pg,auto,,auto,auto,pedagogie
1506,Littéraire,latin philo,mwandu,,mwandu,mwandu,latin philo
1507,Littéraire,latin philo,mwangi,,mwangi,mwangi,latin philo
1508,LIT,lp,mwandu,,mwandu,mwandu,latin philo
1513,Pédagogique,pédagogie générale,bigilimani,,bigilimani,bigilimani,pedagogie
1515,Littéraire,latin philo,kuntwala,,kuntwala,kuntwala,latin philo
1520,SC,bc,gs de la salle,,gs de la salle,gs de la salle,bio-chimie
1521,Technique,commerciale administrative,rutoboko,,rutoboko,rutoboko,commmerciale et adm
1524,TEC,sociale,nidunga,,nidunga,nidunga,sociale
1529,SCIENTIFIQUE,math-physique,college tetembwa,,tetembwa,tetembwa,math-physique
1533,PEDAGOGIE,pedagogie generale,bagira,,bagira,bagira,pedagogie
1536,PEDAGOGIE,pedagogie generale,gs la promise,,gs la promise,gs la promise,pedagogie
1547,TECHNIQUE,veterinaire,itve,,itve,itve,vétérinaire
1548,PEDAGOGIE,pedagogie generale,bigilimani,,bigilimani,bigilimani,pedagogie
1549,PEDAGOGIE,pedagogie generale,gs la promise,,gs la promise,gs la promise,pedagogie
1568,PEDAGOGIE,pedagogie generale,bagira,,bagira,bagira,pedagogie
1583,Scientifique,mathématique physique,kabila,,kabila,kabila,math-physique
1594,Technique,sociale,hekima,,hekima,hekima,sociale
1604,LITTERAIRE,latin philo,lycée mwandu,,mwandu,lycée mwandu,latin philo
1609,Pédagogique,pédagogie générale,bwindi,,bwindi,bwindi,pedagogie
1613,Scientifique,math-physique,burhiba,,burhiba,burhiba,math-physique
1627,MECANIQUE,machines outils,itfm maendeleo,,itfm maendeleo,itfm maendeleo,machine outil
1631,PEDAGOGIE,pedagogie generale,hekima,,hekima,hekima,pedagogie
1643,TECHNIQUE,sociale,lwanga,,lwanga,lwanga,sociale
1649,PEDAGOGIE,pedagogie generale,bwanga,,bwanga,bwanga,pedagogie
1654,PEDAGOGIE,pedagogie generale,lycee katana,,katana,katana,pedagogie
1658,Littéraire,latin philo,musienene,,musienene,musienene,latin philo
1659,TECHNIQUE INDUST,mecanique generale,maboso,,maboso,maboso,mec gene
1676,PEDAGOGIE,pedagogie generale,kiribunye,,kiribunye,kiribunye,pedagogie
1684,SCIENTIFIQUE,math-physique,imani,,imani,imani,math-physique
1686,TECHNIQUE,sociale,lwanga,,lwanga,lwanga,sociale
1698,Technique,commerciale administrative,cs lumière,,lumière,lumiere,commmerciale et adm
1700,Pédagogique,pédagogie générale,katwa,,katwa,i katwa,pedagogie
1711,Technique,commerciele administrative,mikeno officiel,,mikeno officiel,mikeno isl,commmerciale et adm
1719,Pédagogique,pédagogie générale,sake,,sake,sake,pedagogie
1739,Tecniquz,commerciale administrative,jikaze,,jikaze,jikaze,commmerciale et adm
1748,Scientifique,math-physique,54,,54,54,math-physique
1749,Pédagogique,pédagogie générale,ruharaga,,ruharaga,ruharaga,pedagogie
1751,Scientifique,math-physique,edap/isp bkv,,edap/isp bkv,edap isp bkv,math-physique
1763,SCIENTIFIQUE,math-physique,idambo,,idambo,idambo,math-physique
1771,PEDAGOGIE,pedagogie generale,bwanga,,bwanga,bwanga,pedagogie
1776,PEDAGOGIE,pedagogie generale,c.s le vert,,c.s le vert,gs 8 mars,pedagogie
1778,PEDAGOGIE,pedagogie generale,itcb,,itcb,itcb,pedagogie
1783,SCIENTIFIQUE,bio-chimie,fazili,,fazili,fazili,bio-chimie
1796,Pédagogique,pédagogie générale,lwanga,,lwanga,lwanga,pedagogie
1797,PEDAGOGIE,pedagogie generale,8 mars,,8 mars,gs 8 mars,pedagogie
1799,PEDAGOGIE,pedagogie generale,tuendelee,,tuendelee,tuendelee,pedagogie
1808,Technique,commerciale administrative,rutoboko,,rutoboko,rutoboko,commmerciale et adm
1814,Scientifique,biologie-chimie,ste famille,,ste famille,sainte famille,bio-chimie
1824,Pédagogie,pédagogie générale,cs kiribunye,,kiribunye,kiribunye,pedagogie
1825,Scientifique,biologie-chimie,61,,61,61,bio-chimie
1833,Pédagogique,pédagogie générale,cs karhale,,karhale,karhale,pedagogie
1835,Pédagogique,pédagogie générale,boyulu,,boyulu,boyulu,pedagogie
1841,Infirmier,santé communautaire,itm de boga,,itm de boga,itm de boga,vétérinaire
1847,Scientifique,math-physique,katwa,,katwa,i katwa,math-physique
1857,Littéraire,latin philo,enano,,enano,enano,latin philo
1860,Pédagogique,pédagogie générale,cs la relève,,la relève,la releve,pedagogie
1867,Technique,electronique,mahamba,,mahamba,mahamba,elec
1876,Scienctifique,biologie-chimie,epaf,,epaf,epaf,bio-chimie
1886,Scientifique,math-physique,61,,61,61,math-physique
1889,Technique,sociale,mbaga,,mbaga,mbaga,sociale
1891,Technique,commerciale administrative,bokolo,,bokolo,bokolo,commmerciale et adm
1893,Pédagogique,pédagogie générale,asteria urafiki,,asteria urafiki,gs asteria urafiki,pedagogie
1905,Pédagogique,pédagogie générale,lwanga,,lwanga,lwanga,pedagogie
1907,Pédagogique,pédagogie générale,tuendee,,tuendee,tuendelee,pedagogie
1909,Pédagogique,pédagogie générale,cs du 8 mars,,du 8 mars,gs 8 mars,pedagogie
1911,Pédagogique,pédagogie générale,salama,,salama,salama,pedagogie
1917,Pédagogique,pédagogie générale,gs la réponse,,gs la réponse,gs la promise,pedagogie
1920,Technique Agricole,nutrition,kabalaka,,kabalaka,kabalaka,nutr
1922,Technique,sociale,st augustin,,st augustin,st augustin,sociale
1924,Pédagogique,pédagogie générale,katwa,,katwa,i katwa,pedagogie
1928,Technique,sociale,sauvetage,,sauvetage,sauvetage,sociale
1930,Technique,commerciale administrative,muhe,,muhe,muhe,commmerciale et adm
1931,Technique,industrielle,it salama,,it salama,it salama,industrielle
1932,Scientifique,bio-chimie,lycée molende,,molende,molende,bio-chimie
1934,Technique,sociale,hodari,,hodari,hodari,sociale
1935,Technique,construction,alfa,,alfa,alfa,construction
1938,Pédagogique,pédagogie générale,lwanga,,lwanga,lwanga,pedagogie
1943,Pédagogique,pédagogie générale,kavanda,,kavanda,kavanda,pedagogie
1949,Technique,sociale,beni,,beni,de beni,sociale
1951,Pédagogique,pédagogie générale,mabakanga,,mabakanga,mabakanga,pedagogie
1952,Technique,mécanique générale,mahamba,,mahamba,mahamba,mec gene
1962,Pédagogique,pédagogie générale,monvu/isingo,,monvu/isingo,isingo,pedagogie
1966,Technique,sociale,53,,53,53,sociale
1969,Pédagogique,pédagogie générale,katwa,,katwa,i katwa,pedagogie
1984,Pédagogique,pédagogie générale,cs kamagema,,kamagema,kamagema,pedagogie
1987,Littéraire,latin philo,bushumba,,bushumba,bushumba,latin philo
1988,Pédagogique,pédagogie générale,butumba,,butumba,butumba,pedagogie
1990,Scientifique,mathématique physique,edap isp bkv,,edap isp bkv,edap isp bkv,math-physique
1996,Pédagogique,pédagogie générale,lycée katana,,katana,katana,pedagogie
1997,Pédagogique,pédagogie générale,gs elie,,gs elie,la releve,pedagogie
2010,Pédagogique,pédagogie générale,kamole,,kamole,kamole,pedagogie
2012,Scientifique,biologie chimie,base,,base,base,bio-chimie
2015,Technique,commerciale et administrative,alliance ouest africaine,,alliance ouest africaine,alliance ouest africaine,commmerciale et adm
2018,SCIENTIFIQUE,math physique,college mayele,,mayele,mayele,math-physique
2025,PEDAGOGIEQUE,peda generale,baraka,,baraka,baraka,pedagogie
2026,Pédagogique,pédagogie générale,kasika,,kasika,kasika,pedagogie
2030,Pédagogique,pédagogie générale,taraja,,taraja,taraja,pedagogie
2033,TECHNIQUE,commerciale administrative,lunya,,lunya,lunya,commmerciale et adm
2035,Pédagogique,pédagogie générale,fazili,,fazili,fazili,pedagogie
2037,Technique,electricité générale,iti mahamba,,iti mahamba,itk mahamba,electronique générale
2044,Pédagogique,pédagogie générale,bukibanyana,,bukibanyana,bukinanyana,pedagogie
2046,Pédagogique,pédagogie générale,beni,,beni,de beni,pedagogie
2047,Pédagogique,pédagogie générale,rwaraga,,rwaraga,rwaraga,pedagogie
2051,Littéraire,latin philo,cs okapi,,okapi,okapi,latin philo
2055,Pédagogique,pédagogie générale,ceago,,ceago,ceago,pedagogie
2056,Pédagogique,pédagogie générale,kipushi,,kipushi,kipushi,pedagogie
2059,Pédagogique,pédagogie générale,kyambogho,,kyambogho,kyambogho,pedagogie
2064,Scientifique,biologie chimie,gs consulaire congolaise/rwanda,,gs consulaire congolaise/rwanda,gs consulaire congolaise/rwanda,bio-chimie
2071,Technique,electronique générale,itk mahamba,,itk mahamba,itk mahamba,electronique générale
2080,Pédagogique,pédagogie générale,du lac/kamvivira,,du lac/kamvivira,du lac/kamvivira,pedagogie
2094,Scientifique,biologie chimie,lycée cirezi,,cirezi,cirezi,bio-chimie
2110,Pédagogique,pédagogie générale,baraka,,baraka,baraka,pedagogie
2111,Pédagogique,pédagogie générale,lowa,,lowa,lowa,pedagogie
2112,Scientifique,biologie chimie,lycée esengo,,esengo,esengo,bio-chimie
2122,Pédagogique,pédagogie générale,cs du 8 mars,,du 8 mars,gs 8 mars,pedagogie
2123,Technique,agronomie,isea,,isea,isea,agronomie
2125,Pédagogique,pédagogie générale,lukeba,,lukeba,lukeba,pedagogie
2136,Littéraire,latin-philo,savana school international,,savana school international,savana school international,latin philo
2137,Scientifique,biologie chimie,edap/isp bkv,,edap/isp bkv,edap isp bkv,bio-chimie
2144,Littéraire,latin-philo,nyantende,,nyantende,nyantende,latin philo
2145,Pédagogique,pédagogie générale,lycée kamanyola,,kamanyola,kamanyola,pedagogie
2147,Technique,sociale,aleluya,,aleluya,aleluya,sociale
2152,Technique,sociale,rutoboko,,rutoboko,rutoboko,sociale
2157,Pédagogique,pédagogie générale,kasika,,kasika,kasika,pedagogie
2175,Technique,commerciale et administrative,jikaze,,jikaze,jikaze,commmerciale et adm
2186,Technique,sociale,mululu,,mululu,mululu,sociale
2209,Technique,commerciale et administrative,jikaze,,jikaze,jikaze,commmerciale et adm
2228,Pédagogique,pédagogie générale,cs yesu ni jibu,,yesu ni jibu,tumaini letu,pedagogie
2234,Littéraire,latin philo,nyantende,,nyantende,nyantende,latin philo
2247,Technique,electricité générale,itfm fundi maendeleo,,itfm fundi maendeleo,itfm maendeleo,electronique générale
2251,Pédagogique,pédagogie générale,kitunda,,kitunda,kitunda,pedagogie
2252,Technique,commerciale et administrative,katwa,,katwa,i katwa,commmerciale et adm
2253,Scientifique,biologie chimie,mgr guido maria conforti,,mgr guido maria conforti,mgr guido maria conforti,bio-chimie
2261,Pédagogique,pédagogie générale,gs consulaire congolaise/rwanda,,gs consulaire congolaise/rwanda,gs consulaire congolaise/rwanda,pedagogie
2264,Pédagogique,pédagogie générale,cs kiribunye,,kiribunye,kiribunye,pedagogie
2271,Technique,electricité industrielle,itfm fundi maendeleo,,itfm fundi maendeleo,itfm maendeleo,elec indust
2279,Technique,sociale,wapole,,wapole,wapole,sociale
2287,Technique,sociale,hekima,,hekima,hekima,sociale
2293,Pédagogique,pédagogie générale,kamole,,kamole,kamole,pedagogie
2296,Technique,construction,masiki,,masiki,masiki,construction
2299,Pédagogique,pédagogie générale,lycée cirezi,,cirezi,cirezi,pedagogie
2311,Pédagogique,pédagogie générale,bushumba kafubi,,bushumba kafubi,bushumba kafubi,pedagogie
2322,Scientifique,biologie chimie,cs petits génres,,petits génres,petits génies,bio-chimie
2327,Pédagogique,pédagogie générale,gs consulaire congolaise/rwanda,,gs consulaire congolaise/rwanda,gs consulaire congolaise/rwanda,pedagogie
2330,Pédagogique,pédagogie générale,mgr guido maria conforti,,mgr guido maria conforti,mgr guido maria conforti,pedagogie
2332,Littéraire,latin philo,lycée katana,,katana,katana,latin philo
2335,Technique,sociale,kiruli,,kiruli,kiruli,sociale
2340,Technique,commerciale et administrative,révérend samba,,révérend samba,révérend samba,commmerciale et adm
2344,Pédagogique,pédagogie générale,tuadibishe,,tuadibishe,maadibisho,pedagogie
2345,Scientifique,biologie chimie,rwabika,,rwabika,rwabika,bio-chimie
2346,Technique,sociale,nidunga,,nidunga,nidunga,sociale
2348,Technique,construction,alfa,,alfa,alfa,construction
2365,Pédagogique,pédagogie générale,hodari,,hodari,hodari,pedagogie
2377,Littéraire,latin philo,cs mont tshikenge,,mont tshikenge,mont tshikenge,latin philo
2380,Technique,sociale,luka,,luka,luka,sociale
2383,Technique,secrétariat,babwise,,babwise,babwise,secretariat
2384,Technique,sociale,hekima,,hekima,hekima,sociale
2393,Technique,sociale,cs molière,,molière,molière,sociale
2399,Technique,sociale,fatima,,fatima,fatima,sociale
2402,Pédagogique,pédagogie générale,lycée cirezi,,cirezi,cirezi,pedagogie
2404,Pédagogique,pédagogie générale,mashauri,,mashauri,mashauri,pedagogie
2406,Technique,sociale,patemo,,patemo,patemo,sociale
2409,Pédagogique,pédagogie générale,lwiro,,lwiro,lwiro,pedagogie
2412,Technique,sociale,cs kiribunye,,kiribunye,kiribunye,sociale
2416,Pédagogique,pédagogie générale,saint pierre apôtre,,saint pierre apôtre,saint pierre apôtre,pedagogie
2421,Pédagogique,pédagogie générale,gs asteria urafiki,,gs asteria urafiki,gs asteria urafiki,pedagogie
2426,Pédagogique,pédagogie générale,gs la promise,,gs la promise,gs la promise,pedagogie
2428,Pédagogique,pédagogie générale,bikuka,,bikuka,bikuka,pedagogie
2431,Technique,sociale,mwanda,,mwanda,mwanda,sociale
2438,Pédagogique,pédagogie générale,la félicité,,la félicité,la félicité,pedagogie
2442,Technique,vétérinaire,bustani,,bustani,bustani,vétérinaire
2445,Scientifique,biologie chimie,lycée mwandu,,mwandu,lycée mwandu,bio-chimie
