,ID,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,GENDER,DIPPERC,AGE,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
4454,10083,inconnu,lyliane,pedagogie,FSDC,NORD-KIVU,F,51.0,23,58.0,G,G,2.0,G
4457,10087,inconnu,petits génies,agrecole,FSDC,BANDUNDU,F,54.0,21,52.6000003815,G,D,2.0,G
4459,10119,inconnu,st augustin,sociale,FSDC,NORD-KIVU,H,51.0,21,45.0,G,A,1.0,G
4464,10136,inconnu,les petits génies,latin philo,FSDC,ORIENTALE,F,51.0,22,57.5,G,G,2.0,G
4465,10154,inconnu,maendeleo de oicha,sociale,FSDC,NORD-KIVU,F,56.0,32,67.2000007629,G,G,2.0,A
4474,10223,inconnu,maadibisho,pedagogie,FSDC,NORD-KIVU,F,53.0,22,60.1499996185,G,G,2.0,G
4476,10236,inconnu,de beni,sociale,FSDC,NORD-KIVU,F,53.0,20,67.0999984741,G,G,2.0,D
4480,10270,inconnu,petits génies,latin philo,FSDC,ORIENTALE,F,56.0,23,54.7999992371,G,A,1.0,G
4485,10282,inconnu,complexe scolaire mulezi,pedagogie,FSDC,NORD-KIVU,F,52.0,22,61.5499992371,G,G,2.0,G
4487,10297,inconnu,mululu,sociale,FSDC,NORD-KIVU,H,51.0,25,63.25,G,G,2.0,G
4489,10307,inconnu,complexe scolaire mulezi,pedagogie,FSDC,NORD-KIVU,F,56.8765221107,21,64.1000022889,G,G,2.0,G
4499,10357,inconnu,katudwe,pedagogie,FSDC,NORD-KIVU,H,52.0,23,60.4499988556,G,G,2.0,G
4525,10532,inconnu,mama sarah,pedagogie,FSDC,ORIENTALE,H,54.0,23,64.2000007629,G,G,2.0,G
4543,10601,inconnu,les petits génies,nutr,FSDC,NORD-KIVU,F,51.0,23,62.9499988555,G,G,2.0,G
4546,10622,inconnu,nidunga,sociale,FSDC,SUD-KIVU,F,50.0,22,61.2999992371,G,G,2.0,G
4550,10650,inconnu,complexe scolaire de l'unité,sociale,FSDC,NORD-KIVU,F,51.0,22,44.0,G,A,1.0,G
4561,10684,inconnu,mont sionii,sociale,FSDC,NORD-KIVU,F,51.0,20,57.2000007629,G,G,1.0,G
4562,10687,inconnu,mont sionii,sociale,FSDC,NORD-KIVU,H,52.0,24,57.2999992371,G,G,1.0,G
4569,10721,inconnu,kayadja,pedagogie,FSDC,SUD-KIVU,H,68.0,22,60.7999992371,G,G,2.0,G
4575,10747,inconnu,Alleluya,sociale,FSDC,NORD-KIVU,F,53.0,21,60.2999992371,G,G,1.0,G
4589,10832,inconnu,hekima,sociale,FSDC,SUD-KIVU,H,54.0,22,46.0,G,A,1.0,G
4599,10870,inconnu,itm kizito,hospitalière,FSDC,NORD-KIVU,F,55.0,36,56.5999984741,G,D,2.0,G
4601,10879,inconnu,itm kizito,hospitalière,FSDC,NORD-KIVU,F,71.0,38,64.5,G,G,2.0,A
4602,10896,protestant,mbolitini,sociale,FSDC,ORIENTALE,F,55.0,26,60.8500003815,G,G,2.0,D
4610,11326,privé,les dibobol,pedagogie,FSDC,KINSHASA,F,51.0,25,63.4000015259,G,G,1.0,A
4633,11483,catholique,imoteyiti,bio-chimie,FSDC,KINSHASA,H,54.0,21,56.5999984741,G,G,1.0,G
4636,11500,catholique,luanga,pedagogie,FSDC,SUD-KIVU,F,51.0,21,58.0999984741,G,G,1.0,G
4637,11521,privé,Institut BWANGA,pedagogie,FSDC,NORD-KIVU,F,59.0,19,60.0,G,G,1.0,G
4647,11656,privé,safina,pedagogie,FSDC,NORD-KIVU,H,51.0,27,59.5,G,G,1.0,G
4652,11728,inconnu,loyola,commmerciale et adm,FSDC,NORD-KIVU,F,59.0,21,60.0,G,G,1.0,A
4659,11816,publique,matengenezo,bio-chimie,FSDC,NORD-KIVU,F,55.0,22,62.5999984741,G,G,1.0,A
4665,11872,protestant,bwito,pedagogie,FSDC,NORD-KIVU,F,50.0,31,60.0,G,G,1.0,A
4673,11908,privé,goupe scolaire mont sinai,latin philo,FSDC,NORD-KIVU,F,52.0,24,60.2999992371,G,G,1.0,G
4677,11977,privé,bethsaida,pedagogie,FSDC,NORD-KIVU,F,54.0,24,58.4000015259,G,G,1.0,A
4699,12138,publique,katarina,bio-chimie,FSDC,NORD-KIVU,F,57.0,20,53.5,G,A,1.0,G
