,IDENTIFICATION,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
8001,10513,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8002,10514,2014-2015,,AA,52.0,S,FSEG,Tronc commun,G1
8003,10514,2015-2016,44.0999984741,A,54.7999992371,S,FSEG,Tronc commun,G2
8004,10515,2014-2015,,AA,,A,FD,Tronc commun,G1
8005,10516,2014-2015,52.0,A,58.7000007629,S,FSTA,Tronc commun,G0
8006,10516,2015-2016,50.2000007629,A,55.5,S,FSTA,Tronc commun,G1
8007,10517,2014-2015,71.5999984741,D,,,FSTA,Tronc commun,G0
8008,10517,2015-2016,67.4000015259,S,,,FSTA,Tronc commun,G1
8009,10518,2014-2015,,AA,67.1999969482,S,FSTA,Tronc commun,G0
8010,10519,2014-2015,52.7000007629,A,59.7000007629,S,FM,Bio-Méd,G1
8011,10519,2015-2016,59.9000015259,S,,,FM,Bio-Méd,G2
8012,10520,2014-2015,64.0,S,,,FD,Tronc commun,G1
8013,10520,2015-2016,57.5999984741,S,,,FD,Tronc commun,G2
8014,10521,2014-2015,55.2000007629,A,59.7999992371,S,FD,Tronc commun,G1
8015,10521,2015-2016,,AA,54.5999984741,S,FD,Tronc commun,G2
8016,10522,2014-2015,,AA,,A,FSEG,Économie Monétaire,L1
8017,10523,2014-2015,63.5999984741,S,,,FSDC,Tronc commun,G1
8018,10523,2015-2016,70.5,D,,,FSDC,Tronc commun,G2
8019,10524,2014-2015,,AA,60.2000007629,S,FD,Droit Économique et Social,L1
8020,10524,2015-2016,,AA,61.7999992371,S,FD,Droit Économique et Social,L2
8021,10525,2014-2015,,AA,60.0,S,FT,Tronc commun,G1
8022,10525,2015-2016,57.9000015259,A,62.5999984741,S,FT,Tronc commun,G2
8023,10526,2014-2015,58.7999992371,A,61.5,S,FSDC,Tronc commun,G1
8024,10526,2015-2016,63.2999992371,S,,,FSDC,Tronc commun,G2
8025,10528,2014-2015,72.9000015259,D,,,FSTA,Tronc commun,G0
8026,10528,2015-2016,,AA,72.0,D,FSTA,Tronc commun,G1
8027,10530,2014-2015,,AA,61.5999984741,S,FSEG,Tronc commun,G1
8028,10530,2015-2016,51.0,A,57.0999984741,S,FSEG,Tronc commun,G2
8029,10531,2014-2015,55.2000007629,A,62.2999992371,S,FSEG,Tronc commun,G1
8030,10531,2015-2016,,AA,55.7999992371,S,FSEG,Tronc commun,G2
8031,10532,2014-2015,,AA,64.0,S,FSDC,Tronc commun,G1
8032,10532,2015-2016,,A,64.4000015259,S,FSDC,Tronc commun,G2
8033,10533,2014-2015,,AA,,AA,FSDC,Tronc commun,G1
8034,10534,2014-2015,54.4000015259,A,60.9000015259,S,FM,Bio-Méd,G1
8035,10534,2015-2016,51.7000007629,A,56.0,S,FM,Bio-Méd,G2
8036,10535,2014-2015,55.7000007629,A,62.7000007629,S,FM,Bio-Méd,G1
8037,10535,2015-2016,60.4000015259,S,,,FM,Bio-Méd,G2
8038,10536,2014-2015,,AA,50.9000015259,A,FM,Bio-Méd,G1
8039,10537,2014-2015,,AA,55.2999992371,S,FM,Bio-Méd,G1
8040,10538,2014-2015,52.9000015259,A,59.0,S,FM,Bio-Méd,G1
8041,10538,2015-2016,,AA,63.2000007629,S,FSDC,Tronc commun,G2
8042,10539,2014-2015,49.2999992371,A,58.0,S,FM,Bio-Méd,G1
8043,10539,2015-2016,55.0999984741,A,57.4000015259,S,FM,Bio-Méd,G2
8044,10540,2014-2015,54.7999992371,A,61.2000007629,S,FM,Bio-Méd,G1
8045,10540,2015-2016,60.7000007629,S,,,FM,Bio-Méd,G2
8046,10541,2014-2015,,AA,62.5,S,FM,Bio-Méd,G1
8047,10541,2015-2016,58.5999984741,S,,,FM,Bio-Méd,G2
8048,10542,2014-2015,53.2999992371,A,56.7999992371,S,FM,Bio-Méd,G1
8049,10542,2015-2016,,AA,55.9000015259,S,FM,Bio-Méd,G2
8050,10543,2014-2015,,AA,56.7000007629,A,FM,Bio-Méd,G1
8051,10543,2015-2016,,AA,57.2000007629,S,FM,Bio-Méd,G1
8052,10544,2014-2015,,AA,59.7999992371,S,FM,Bio-Méd,G1
8053,10544,2015-2016,51.2000007629,A,56.0999984741,S,FM,Bio-Méd,G2
8054,10545,2014-2015,,AA,63.0,S,FM,Bio-Méd,G1
8055,10545,2015-2016,,AA,51.5999984741,A,FM,Bio-Méd,G2
8056,10546,2014-2015,56.5,AA,59.7999992371,S,FM,Bio-Méd,G1
8057,10546,2015-2016,,AA,59.4000015259,S,FM,Bio-Méd,G2
8058,10547,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8059,10548,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8060,10549,2014-2015,59.5,A,64.0,S,FSTA,Tronc commun,G0
8061,10549,2015-2016,57.9000015259,S,,,FSTA,Tronc commun,G1
8062,10550,2014-2015,,AA,,AA,FM,Bio-Méd,G1
8063,10551,2014-2015,,AA,,AA,FSTA,Tronc commun,G1
8064,10552,2014-2015,74.0,D,,,FSTA,Tronc commun,G0
8065,10552,2015-2016,,AA,69.0,S,FSTA,Tronc commun,G1
8066,10553,2014-2015,,AA,,A,FD,Tronc commun,G1
8067,10554,2014-2015,58.0999984741,A,61.2999992371,S,FSDC,Tronc commun,G1
8068,10554,2015-2016,,AA,,AA,FSDC,Tronc commun,G2
8069,10555,2014-2015,,AA,60.0999984741,S,FD,Tronc commun,G2
8070,10555,2015-2016,,AA,60.2999992371,S,FD,Droit Privé et Judiciaire,G3
8071,10556,2014-2015,,AA,55.0,S,FD,Tronc commun,G2
8072,10556,2015-2016,,AA,49.0,A,FD,Droit Économique et Social,G3
8073,10557,2014-2015,52.2999992371,A,62.5,S,FSTA,Tronc commun,G0
8074,10557,2015-2016,,AA,66.0,S,FSTA,Tronc commun,G1
8075,10558,2014-2015,,AA,55.7000007629,S,FSEG,Tronc commun,G1
8076,10559,2014-2015,,AA,,A,FD,Tronc commun,G1
8077,10560,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8078,10561,2014-2015,46.5,A,53.2000007629,S,FD,Tronc commun,G1
8079,10561,2015-2016,51.7000007629,A,56.2000007629,S,FD,Tronc commun,G2
8080,10562,2014-2015,60.4000015259,S,,,FSDC,Tronc commun,G1
8081,10562,2015-2016,,AA,66.3000030518,S,FSDC,Tronc commun,G2
8082,10564,2014-2015,,AA,57.5999984741,S,FD,Tronc commun,G1
8083,10564,2015-2016,,AA,49.5,A,FD,Tronc commun,G2
8084,10565,2014-2015,64.5,S,,,FSDC,Tronc commun,G1
8085,10565,2015-2016,,AA,64.6999969482,S,FSDC,Tronc commun,G2
8086,10566,2014-2015,50.2999992371,A,56.4000015259,S,FM,Bio-Méd,G1
8087,10566,2015-2016,,AA,53.2000007629,A,FM,Bio-Méd,G2
8088,10567,2014-2015,,AA,,A,FD,Tronc commun,G1
8089,10568,2014-2015,57.2999992371,A,62.4000015259,S,FSTA,Tronc commun,G0
8090,10568,2015-2016,63.2000007629,S,,,FSTA,Tronc commun,G1
8091,10570,2014-2015,50.4000015259,A,55.0999984741,S,FM,Bio-Méd,G1
8092,10571,2014-2015,,AA,59.5,S,FD,Tronc commun,G1
8093,10571,2015-2016,,AA,,NAF,FD,Tronc commun,G2
8094,10572,2014-2015,52.4000015259,A,60.7999992371,S,FM,Bio-Méd,G1
8095,10572,2015-2016,56.9000015259,A,58.7000007629,S,FM,Bio-Méd,G2
8096,10573,2014-2015,56.0,S,,,FSTA,Tronc commun,G0
8097,10573,2015-2016,61.5999984741,S,,,FSTA,Tronc commun,G1
8098,10574,2014-2015,73.0,D,,,FSTA,Tronc commun,G0
8099,10574,2015-2016,76.9000015259,D,,,FSTA,Tronc commun,G1
8100,10575,2014-2015,,AA,,A,FSEG,Tronc commun,G2
8101,10576,2014-2015,62.4000015259,S,,,FSTA,Tronc commun,G0
8102,10576,2015-2016,60.7000007629,S,,,FSTA,Tronc commun,G1
8103,10577,2014-2015,57.2999992371,S,,,FM,Bio-Méd,G1
8104,10577,2015-2016,73.3000030518,D,,,FM,Bio-Méd,G2
8105,10578,2014-2015,,AA,,A,FSEG,Tronc commun,G2
8106,10579,2014-2015,,AA,,AA,FM,Bio-Méd,G1
8107,10580,2014-2015,48.5,A,56.4000015259,S,FPSE,Sciences de l'Éducation,G1
8108,10580,2015-2016,52.4000015259,A,59.0,S,FPSE,Sciences de l'Éducation,G2
8109,10581,2014-2015,,AA,58.5999984741,S,FSEG,Tronc commun,G1
8110,10581,2015-2016,56.7000007629,S,,,FSEG,Tronc commun,G2
8111,10582,2014-2015,,AA,,AA,FSTA,Génie Électrique,G2
8112,10583,2014-2015,61.0999984741,S,,,FD,Tronc commun,G1
8113,10583,2015-2016,55.5999984741,S,,,FD,Tronc commun,G2
8114,10584,2014-2015,56.7000007629,A,58.5,S,FD,Tronc commun,G1
8115,10584,2015-2016,,AA,56.2999992371,S,FD,Tronc commun,G2
8116,10585,2014-2015,,AA,61.7000007629,S,FM,Bio-Méd,G1
8117,10585,2015-2016,,AA,59.0999984741,S,FM,Bio-Méd,G2
8118,10586,2014-2015,,AA,62.0,S,FSDC,Tronc commun,G1
8119,10586,2015-2016,,A,63.7000007629,S,FSDC,Tronc commun,G2
8120,10587,2014-2015,63.9000015259,S,,,FM,Bio-Méd,G1
8121,10587,2015-2016,,AA,61.4000015259,S,FM,Bio-Méd,G2
8122,10588,2014-2015,,AA,48.7000007629,A,FSDC,Tronc commun,G1
8123,10588,2015-2016,,AA,,AA,FSDC,Tronc commun,G1
8124,10589,2014-2015,58.7999992371,A,61.7999992371,S,FSDC,Tronc commun,G1
8125,10589,2015-2016,,AA,64.6999969482,S,FSDC,Tronc commun,G2
8126,10590,2014-2015,63.7000007629,S,,,FSDC,Tronc commun,G1
8127,10590,2015-2016,66.6999969482,S,,,FSDC,Tronc commun,G2
8128,10591,2014-2015,65.5999984741,S,,,FSEG,Tronc commun,G1
8129,10591,2015-2016,61.9000015259,S,,,FSEG,Tronc commun,G2
8130,10592,2014-2015,,AA,56.4000015259,S,FSEG,Tronc commun,G1
8131,10592,2015-2016,47.7999992371,A,49.2000007629,A,FSEG,Tronc commun,G2
8132,10593,2014-2015,55.9000015259,S,,,FD,Tronc commun,G2
8133,10593,2015-2016,67.0999984741,S,,,FD,Droit Économique et Social,G3
8134,10594,2014-2015,,AA,61.2000007629,S,FD,Tronc commun,G2
8135,10594,2015-2016,67.0999984741,S,,,FD,Droit Économique et Social,G3
8136,10595,2014-2015,,AA,,A,FD,Tronc commun,G1
8137,10596,2014-2015,,AA,57.2999992371,S,FSTA,Tronc commun,G0
8138,10596,2015-2016,,AA,51.9000015259,A,FSTA,Tronc commun,G1
8139,10597,2014-2015,,AA,49.7999992371,A,FSEG,Tronc commun,G1
8140,10597,2015-2016,,AA,60.7000007629,S,FSEG,Tronc commun,G1
8141,10598,2014-2015,,AA,58.7999992371,S,FSEG,Tronc commun,G1
8142,10598,2015-2016,,AA,57.2999992371,S,FSEG,Tronc commun,G2
8143,10599,2014-2015,,AA,54.7999992371,S,FSEG,Tronc commun,G1
8144,10599,2015-2016,,AA,51.4000015259,A,FSEG,Tronc commun,G2
8145,10600,2014-2015,,AA,57.5999984741,S,FD,Droit Économique et Social,L1
8146,10600,2015-2016,,AA,,ADM,FD,Droit Économique et Social,L2
8147,10601,2014-2015,58.5,A,60.7000007629,S,FSDC,Tronc commun,G1
8148,10601,2015-2016,,A,65.1999969482,S,FSDC,Tronc commun,G2
8149,10602,2014-2015,47.2000007629,A,56.4000015259,S,FM,Bio-Méd,G1
8150,10602,2015-2016,,AA,56.4000015259,S,FM,Bio-Méd,G2
8151,10603,2014-2015,,AA,42.2999992371,A,FSTA,Tronc commun,G1
8152,10603,2015-2016,,AA,,AA,FSTA,Tronc commun,G1
8153,10604,2014-2015,,AA,63.2000007629,S,FD,Tronc commun,G1
8154,10604,2015-2016,,AA,61.0999984741,S,FD,Tronc commun,G2
8155,10605,2014-2015,,AA,51.7999992371,S,FSEG,Tronc commun,G1
8156,10605,2015-2016,,AA,52.7999992371,S,FSEG,Tronc commun,G2
8157,10606,2014-2015,,AA,,A,FSEG,Tronc commun,G1
8158,10607,2014-2015,55.5999984741,A,60.7000007629,S,FPSE,Psychologie / Psychologie clinique,G1
8159,10607,2015-2016,53.0,A,59.2000007629,S,FPSE,Psychologie / Psychologie clinique,G2
8160,10608,2014-2015,,AA,,A,FD,Tronc commun,G1
8161,10609,2014-2015,48.5999984741,A,54.5,A,FM,Bio-Méd,G1
8162,10609,2015-2016,,AA,58.7000007629,S,FM,Bio-Méd,G1
8163,10610,2014-2015,40.2999992371,A,46.7000007629,A,FPSE,Psychologie / Psychologie clinique,G1
8164,10611,2014-2015,,AA,58.7999992371,S,FSEG,Tronc commun,G1
8165,10611,2015-2016,,AA,,A,FSEG,Tronc commun,G2
8166,10612,2014-2015,66.1999969482,S,,,FPSE,Sciences de l'Éducation,G1
8167,10612,2015-2016,67.3000030518,S,,,FPSE,Sciences de l'Éducation,G2
8168,10613,2014-2015,,AA,55.2999992371,S,FSTA,Tronc commun,G0
8169,10613,2015-2016,55.7999992371,A,56.0999984741,S,FSTA,Tronc commun,G1
8170,10614,2014-2015,53.7000007629,A,60.5999984741,S,FPSE,Psychologie / Psychologie clinique,G1
8171,10614,2015-2016,,AA,59.2999992371,S,FPSE,Psychologie / Psychologie clinique,G2
8172,10615,2014-2015,61.7999992371,A,66.4000015259,S,FT,Tronc commun,G1
8173,10615,2015-2016,,AA,59.7999992371,S,FT,Tronc commun,G2
8174,10616,2014-2015,72.1999969482,D,,,FSTA,Tronc commun,G0
8175,10617,2014-2015,,AA,61.0,S,FSEG,Tronc commun,G3
8176,10618,2014-2015,,AA,,AA,FM,Bio-Méd,G1
8177,10619,2014-2015,63.0999984741,S,,,FSEG,Tronc commun,G1
8178,10619,2015-2016,55.9000015259,S,,,FSEG,Tronc commun,G2
8179,10621,2014-2015,,AA,59.5,S,FSEG,Tronc commun,G1
8180,10621,2015-2016,53.5,A,59.4000015259,S,FSEG,Tronc commun,G2
8181,10622,2014-2015,58.2000007629,A,61.5,S,FSDC,Tronc commun,G1
8182,10622,2015-2016,,AA,61.0999984741,S,FSDC,Tronc commun,G2
8183,10623,2014-2015,51.2999992371,A,59.0,S,FM,Bio-Méd,G1
8184,10623,2015-2016,,AA,49.5,A,FM,Bio-Méd,G2
8185,10624,2014-2015,,AA,59.7999992371,S,FSTA,Tronc commun,G0
8186,10624,2015-2016,,AA,57.2000007629,S,FSTA,Tronc commun,G1
8187,10625,2014-2015,,AA,55.9000015259,S,FSEG,Tronc commun,G1
8188,10625,2015-2016,,AA,56.2000007629,S,FSEG,Tronc commun,G2
8189,10626,2014-2015,,AA,52.9000015259,S,FSEG,Tronc commun,G1
8190,10626,2015-2016,,AA,56.7000007629,S,FSEG,Tronc commun,G2
8191,10627,2014-2015,54.7000007629,A,59.7999992371,S,FSEG,Tronc commun,G1
8192,10627,2015-2016,50.5999984741,A,56.0999984741,S,FSEG,Tronc commun,G2
8193,10628,2014-2015,,AA,,A,FD,Tronc commun,G1
8194,10629,2014-2015,,AA,61.2999992371,S,FSTA,Tronc commun,G0
8195,10629,2015-2016,,AA,51.0,A,FSTA,Tronc commun,G1
8196,10630,2014-2015,46.7999992371,A,53.9000015259,A,FM,Bio-Méd,G1
8197,10630,2015-2016,,AA,58.4000015259,S,FM,Bio-Méd,G1
8198,10631,2014-2015,,AA,,AA,FM,Bio-Méd,G1
8199,10631,2015-2016,,AA,60.9000015259,S,FM,Bio-Méd,G1
8200,10632,2014-2015,,AA,,AA,FM,Bio-Méd,G1
8201,10632,2015-2016,,AA,,A,FM,Bio-Méd,G1
8202,10633,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8203,10634,2014-2015,41.5,A,49.4000015259,A,FSEG,Tronc commun,G1
8204,10635,2014-2015,,AA,45.4000015259,A,FD,Tronc commun,G1
8205,10636,2014-2015,61.4000015259,S,,,FSTA,Tronc commun,G0
8206,10636,2015-2016,61.2999992371,S,,,FSTA,Tronc commun,G1
8207,10637,2014-2015,55.5,A,58.7000007629,S,FPSE,Psychologie / Psychologie clinique,G1
8208,10637,2015-2016,,AA,59.5999984741,S,FPSE,Psychologie / Psychologie clinique,G2
8209,10638,2014-2015,,AA,52.0,A,FSTA,Tronc commun,G0
8210,10639,2014-2015,44.2000007629,A,49.7000007629,A,FSTA,Tronc commun,G0
8211,10639,2015-2016,,AA,54.9000015259,S,FSEG,Tronc commun,G1
8212,10640,2014-2015,53.0,A,59.9000015259,S,FSTA,Tronc commun,G0
8213,10640,2015-2016,,AA,58.2999992371,S,FSTA,Tronc commun,G1
8214,10641,2014-2015,46.0999984741,A,53.2999992371,A,FSTA,Tronc commun,G0
8215,10642,2014-2015,58.7000007629,S,,,FSTA,Tronc commun,G0
8216,10643,2014-2015,,AA,71.0,D,FSTA,Tronc commun,G0
8217,10644,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8218,10644,2015-2016,71.9000015259,D,,,FSTA,Tronc commun,G0
8219,10645,2014-2015,53.0,A,63.7000007629,S,FM,Bio-Méd,G1
8220,10645,2015-2016,,AA,55.7999992371,S,FM,Bio-Méd,G2
8221,10646,2014-2015,,AA,,AA,FPSE,Sciences de l'Éducation,G3
8222,10647,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8223,10648,2014-2015,,AA,49.9000015259,A,FSEG,Tronc commun,G1
8224,10649,2014-2015,54.2000007629,A,54.9000015259,A,FSTA,Tronc commun,G0
8225,10649,2015-2016,,AA,55.0,S,FSTA,Tronc commun,G0
8226,10650,2014-2015,,AA,,AA,FSDC,Tronc commun,G1
8227,10651,2014-2015,,AA,,AA,FPSE,Psychologie / Psychologie clinique,G1
8228,10652,2014-2015,,AA,56.9000015259,S,FD,Tronc commun,G1
8229,10653,2014-2015,,AA,,A,FD,Tronc commun,G1
8230,10654,2014-2015,58.2000007629,S,,,FD,Tronc commun,G1
8231,10654,2015-2016,57.7999992371,S,,,FD,Tronc commun,G2
8232,10655,2014-2015,,AA,53.2000007629,A,FD,Tronc commun,G1
8233,10655,2015-2016,47.0999984741,A,56.4000015259,S,FD,Tronc commun,G1
8234,10656,2015-2016,,AA,61.7000007629,S,FM,Bio-Méd,G1
8235,10657,2014-2015,55.0,A,58.5,S,FD,Tronc commun,G1
8236,10657,2015-2016,49.5,A,56.5999984741,S,FD,Tronc commun,G2
8237,10658,2014-2015,,AA,,A,FD,Tronc commun,G1
8238,10659,2014-2015,59.5999984741,S,,,FSDC,Tronc commun,L0
8239,10659,2015-2016,57.2999992371,A,60.2999992371,S,FSDC,Santé Environnementale,L1
8240,10660,2014-2015,49.4000015259,A,57.0,S,FSEG,Tronc commun,G1
8241,10661,2014-2015,55.0,A,58.2000007629,S,FD,Tronc commun,G1
8242,10661,2015-2016,51.2999992371,A,56.7999992371,S,FD,Tronc commun,G2
8243,10662,2014-2015,,AA,61.0,S,FD,Tronc commun,G1
8244,10662,2015-2016,49.9000015259,A,56.0999984741,S,FD,Tronc commun,G2
8245,10664,2014-2015,52.0999984741,A,61.5999984741,S,FSTA,Tronc commun,G0
8246,10664,2015-2016,,AA,67.8000030518,S,FSTA,Tronc commun,G1
8247,10665,2014-2015,,AA,,AA,FSTA,Tronc commun,G1
8248,10666,2014-2015,54.2999992371,A,58.0999984741,S,FSTA,Tronc commun,G0
8249,10667,2014-2015,61.5999984741,S,,,FD,Tronc commun,G1
8250,10667,2015-2016,61.2999992371,S,,,FD,Tronc commun,G2
8251,10668,2014-2015,54.5,A,60.7999992371,S,FM,Bio-Méd,G1
8252,10668,2015-2016,,AA,57.7000007629,S,FM,Bio-Méd,G2
8253,10669,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8254,10670,2014-2015,,AA,,AA,FPSE,Psychologie / Psychologie clinique,G1
8255,10671,2014-2015,,AA,56.0999984741,S,FSEG,Tronc commun,G2
8256,10671,2015-2016,,A,62.0,S,FSEG,Tronc commun,G3
8257,10672,2014-2015,61.4000015259,S,,,FD,Tronc commun,G1
8258,10672,2015-2016,57.4000015259,S,,,FD,Tronc commun,G2
8259,10673,2014-2015,,AA,,AA,FM,Bio-Méd,G1
8260,10674,2014-2015,50.5999984741,A,55.7999992371,S,FM,Bio-Méd,G1
8261,10674,2015-2016,,AA,53.0999984741,S,FM,Bio-Méd,G2
8262,10675,2014-2015,49.7999992371,A,57.0999984741,S,FM,Bio-Méd,G1
8263,10675,2015-2016,55.0999984741,A,58.4000015259,S,FM,Bio-Méd,G2
8264,10676,2014-2015,72.4000015259,D,,,FD,Tronc commun,G1
8265,10676,2015-2016,,AA,65.0999984741,S,FD,Tronc commun,G2
8266,10677,2014-2015,,AA,49.5999984741,A,FSEG,Tronc commun,G1
8267,10678,2014-2015,,AA,,A,FSEG,Tronc commun,G1
8268,10679,2014-2015,40.2999992371,A,55.9000015259,S,FPSE,Psychologie / Psychologie clinique,G1
8269,10679,2015-2016,,AA,,AA,FPSE,Psychologie / Psychologie clinique,G2
8270,10680,2014-2015,,AA,60.7000007629,S,FPSE,Psychologie / Psychologie clinique,G1
8271,10680,2015-2016,57.9000015259,S,,,FPSE,Psychologie / Psychologie clinique,G2
8272,10681,2014-2015,64.5,S,,,FSTA,Tronc commun,G0
8273,10681,2015-2016,63.9000015259,S,,,FSTA,Tronc commun,G1
8274,10682,2014-2015,,AA,57.0,S,FSTA,Tronc commun,G0
8275,10682,2015-2016,,AA,52.2999992371,A,FSTA,Tronc commun,G1
8276,10683,2014-2015,50.4000015259,A,56.7999992371,S,FSTA,Tronc commun,G0
8277,10683,2015-2016,,AA,58.0999984741,S,FSTA,Tronc commun,G1
8278,10684,2014-2015,,AA,57.2000007629,S,FSDC,Tronc commun,G1
8279,10685,2014-2015,,AA,46.4000015259,A,FPSE,Sciences de l'Éducation,G1
8280,10686,2014-2015,53.2999992371,A,57.5,S,FT,Tronc commun,G1
8281,10686,2015-2016,54.4000015259,A,56.7000007629,S,FT,Tronc commun,G2
8282,10687,2014-2015,,AA,57.2999992371,S,FSDC,Tronc commun,G1
8283,10688,2014-2015,,AA,,A,FSEG,Tronc commun,G1
8284,10689,2014-2015,46.2999992371,A,50.2000007629,A,FSTA,Tronc commun,G0
8285,10690,2014-2015,,AA,60.7999992371,S,FM,Bio-Méd,G1
8286,10690,2015-2016,,AA,61.5,S,FM,Bio-Méd,G2
8287,10691,2014-2015,,AA,55.0999984741,S,FSEG,Tronc commun,G1
8288,10691,2015-2016,49.9000015259,A,55.7000007629,S,FSEG,Tronc commun,G2
8289,10692,2014-2015,,AA,60.5,S,FSEG,Tronc commun,G1
8290,10692,2015-2016,,AA,56.9000015259,S,FSEG,Tronc commun,G2
8291,10693,2014-2015,60.0999984741,A,64.0,S,FSDC,Tronc commun,G1
8292,10693,2015-2016,66.9000015259,S,,,FSDC,Tronc commun,G2
8293,10694,2014-2015,,AA,47.2999992371,A,FSTA,Tronc commun,G0
8294,10695,2014-2015,47.2999992371,A,56.0,S,FSTA,Tronc commun,G0
8295,10696,2014-2015,,AA,62.9000015259,S,FSDC,Tronc commun,G2
8296,10696,2015-2016,,ADSTFC,63.4000015259,S,FSDC,Tronc commun,G3
8297,10697,2014-2015,54.7000007629,A,61.7000007629,S,FM,Bio-Méd,G1
8298,10697,2015-2016,,AA,57.2000007629,S,FM,Bio-Méd,G2
8299,10698,2014-2015,,AA,,A,FSEG,Tronc commun,G1
8300,10699,2014-2015,,AA,47.9000015259,A,FSEG,Tronc commun,G1
8301,10699,2015-2016,40.5999984741,A,49.0999984741,A,FSEG,Tronc commun,G1
8302,10700,2014-2015,71.9000015259,D,,,FD,Tronc commun,G1
8303,10700,2015-2016,71.0999984741,D,,,FD,Tronc commun,G2
8304,10701,2014-2015,,AA,70.4000015259,D,FPSE,Psychologie / Psychologie clinique,G1
8305,10701,2015-2016,72.4000015259,D,,,FPSE,Psychologie / Psychologie clinique,G2
8306,10702,2014-2015,,AA,,A,FD,Tronc commun,G1
8307,10703,2014-2015,60.4000015259,S,,,FD,Tronc commun,G1
8308,10703,2015-2016,60.2000007629,S,,,FD,Tronc commun,G2
8309,10704,2014-2015,58.2000007629,A,60.2000007629,S,FT,Tronc commun,G1
8310,10704,2015-2016,57.0999984741,A,61.0,S,FT,Tronc commun,G2
8311,10705,2014-2015,46.4000015259,A,56.2000007629,S,FM,Bio-Méd,G1
8312,10705,2015-2016,,AA,49.0999984741,A,FM,Bio-Méd,G2
8313,10706,2014-2015,43.2999992371,A,55.0999984741,S,FSEG,Tronc commun,G1
8314,10706,2015-2016,52.7999992371,A,57.2000007629,S,FSEG,Tronc commun,G2
8315,10707,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8316,10708,2014-2015,,AA,63.2999992371,S,FM,Bio-Méd,G1
8317,10708,2015-2016,63.7999992371,S,,,FM,Bio-Méd,G2
8318,10709,2014-2015,48.5999984741,A,53.2999992371,A,FD,Tronc commun,G1
8319,10709,2015-2016,53.4000015259,A,59.0999984741,S,FD,Tronc commun,G1
8320,10710,2014-2015,,AA,65.6999969482,S,FSEG,Tronc commun,G1
8321,10710,2015-2016,56.9000015259,S,,,FSEG,Tronc commun,G2
8322,10711,2014-2015,67.3000030518,S,,,FSTA,Tronc commun,G0
8323,10711,2015-2016,,AA,61.2999992371,S,FSTA,Tronc commun,G1
8324,10712,2014-2015,55.2999992371,A,57.7000007629,S,FD,Tronc commun,G1
8325,10712,2015-2016,49.5999984741,A,55.2999992371,S,FD,Tronc commun,G2
8326,10713,2014-2015,60.7000007629,S,,,FT,Tronc commun,G2
8327,10713,2015-2016,67.1999969482,S,,,FT,Tronc commun,G3
8328,10714,2014-2015,,AA,57.2000007629,S,FSEG,Économie Monétaire,L1
8329,10714,2015-2016,,ADM,59.0,S,FSEG,Économie Monétaire,L2
8330,10715,2014-2015,61.2999992371,S,,,FD,Tronc commun,G1
8331,10716,2014-2015,,AA,,A,FD,Tronc commun,G1
8332,10717,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
8333,10718,2014-2015,,AA,53.2999992371,S,FSTA,Tronc commun,G0
8334,10719,2014-2015,57.4000015259,A,63.7000007629,S,FSEG,Tronc commun,G1
8335,10720,2014-2015,63.2999992371,S,,,FSEG,Tronc commun,G1
8336,10721,2014-2015,,AA,60.5999984741,S,FSDC,Tronc commun,G2
8337,10721,2015-2016,,A,61.0,S,FSDC,Tronc commun,G3
8338,10722,2014-2015,54.0999984741,A,58.5,S,FSTA,Tronc commun,G0
8339,10722,2015-2016,59.9000015259,A,61.2000007629,S,FSTA,Tronc commun,G1
8340,10723,2014-2015,,AA,,A,FSEG,Tronc commun,G1
8341,10724,2014-2015,,AA,62.5,S,FSDC,Tronc commun,G1
8342,10724,2015-2016,65.5999984741,S,,,FSDC,Tronc commun,G2
8343,10725,2014-2015,51.4000015259,A,55.4000015259,S,FSEG,Tronc commun,G1
8344,10726,2014-2015,,AA,58.4000015259,S,FSEG,Tronc commun,G1
8345,10726,2015-2016,,AA,55.9000015259,S,FSEG,Tronc commun,G2
8346,10727,2014-2015,50.4000015259,A,57.5,S,FSEG,Tronc commun,G1
8347,10728,2014-2015,,AA,,A,FD,Tronc commun,G1
8348,10729,2014-2015,,AA,54.9000015259,S,FSEG,Tronc commun,G1
8349,10729,2015-2016,47.9000015259,A,53.5,A,FSEG,Tronc commun,G2
8350,10730,2014-2015,,AA,58.5,S,FSEG,Tronc commun,G1
8351,10730,2015-2016,48.5,A,59.9000015259,S,FSEG,Tronc commun,G2
8352,10731,2014-2015,52.5999984741,A,58.7000007629,S,FSTA,Tronc commun,G0
8353,10731,2015-2016,57.7000007629,S,,,FSTA,Tronc commun,G1
