,IDENTIFICATION,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
44,1858,2014-2015,,AA,,,FSDC,Santé et Développement Communautaires,L2
45,1963,2015-2016,,AA,,AA,FSDC,Tronc commun,G3
46,2011,2012-2013,66.0,S,,,FSDC,Santé et Développement Communautaires,L2
47,2221,2012-2013,70.1999969482,D,,,FD,Droit Public,L2
48,2267,2012-2013,61.7999992371,S,,,FSDC,Santé Environnementale,L2
49,2269,2013-2014,,A,,A,FSDC,Santé Communautaire,L2
50,2269,2014-2015,,AA,,AA,FSDC,Santé Communautaire,L2
51,2269,2015-2016,,ADM,62.7000007629,S,FSDC,Santé Communautaire,L2
52,2271,2014-2015,,AA,,AA,FSDC,Tronc commun,G3
53,2277,2013-2014,,AA,,A,FSDC,Santé Environnementale,L2
54,2436,2013-2014,,AA,,A,FSTA,Génie Civil,Tech2
55,2454,2013-2014,50.5,A,55.7999992371,S,FD,Droit Public,L1
56,2454,2014-2015,,AA,63.9000015259,S,FD,Droit Public,L2
57,2457,2012-2013,76.4000015259,D,,,FSTA,Génie Électrique,TECH2
58,2459,2014-2015,,A,,,FSTA,Génie Civil,Tech2
59,2509,2014-2015,,AA,61.5999984741,S,FSEG,Gestion Financière,L2
60,2515,2013-2014,60.2000007629,S,,,FPSE,Sciences de l'Éducation,L1
61,2515,2014-2015,64.0999984741,S,,,FPSE,Sciences de l'Éducation,L2
62,2519,2012-2013,67.5,S,,,FSTA,Génie Civil,TECH2
63,2520,2012-2013,64.0999984741,S,,,FSTA,Génie Électrique,TECH2
64,2523,2013-2014,48.2000007629,A,59.0,S,FPSE,Psychologie / Psychologie clinique,L2
65,2627,2013-2014,,AA,57.7000007629,S,FSEG,Gestion des Entreprises,L1
66,2627,2014-2015,,AA,56.2000007629,S,FSEG,Gestion des Entreprises,L2
67,2675,2012-2013,59.7000007629,S,,,FPSE,Sciences de l'Éducation,G2
68,2675,2013-2014,,ADTFC,59.2999992371,S,FPSE,Sciences de l'Éducation,G3
69,2675,2014-2015,,AA,59.2000007629,S,FPSE,Sciences de l'Éducation,L1
70,2675,2015-2016,,ADSTM,63.5999984741,S,FPSE,Sciences de l'Éducation,L2
71,2958,2012-2013,61.5999984741,S,,,FSEG,Gestion des Entreprises,L2
72,3028,2013-2014,,AA,66.1999969482,S,FSEG,Économie Monétaire,L2
73,3053,2013-2014,,AA,,A,FD,Tronc commun,G1
74,3068,2012-2013,62.7999992371,S,,,FD,Droit Public,G3
75,3068,2013-2014,,AA,53.5999984741,S,FD,Droit Public,L1
76,3068,2014-2015,,A,59.4000015259,S,FD,Droit Public,L2
77,3106,2013-2014,,AA,,AA,FT,Tronc commun,L2
78,3126,2012-2013,62.0,S,,,FT,Tronc commun,L2
79,3135,2013-2014,,ADSTM,60.0999984741,S,FT,Tronc commun,L2
80,3137,2012-2013,65.1999969482,S,,,FSDC,Santé Environnementale,L2
81,3159,2014-2015,,AA,62.0,S,FSDC,Gestion et Administration des Projets de Santé,L2
82,3196,2014-2015,61.5999984741,S,,,FSDC,Gestion et Administration des Projets de Santé,L2
83,3219,2013-2014,,AA,67.8000030518,S,FSTA,Génie Électrique,Tech2
84,3248,2013-2014,,AA,56.0,S,FSEG,Microfinance et Banque,L1
85,3248,2014-2015,,AA,,A,FSEG,Microfinance et Banque,L2
86,3248,2015-2016,,AA,63.7999992371,S,FSEG,Microfinance et Banque,L2
87,3251,2013-2014,,AA,60.9000015259,S,FSEG,Tronc commun,G3
88,3251,2014-2015,,AA,65.0999984741,S,FSEG,Gestion Financière,L1
89,3251,2015-2016,64.8000030518,S,,,FSEG,Gestion Financière,L2
90,3269,2013-2014,,AA,58.9000015259,S,FSEG,Gestion des Entreprises,L2
91,3271,2013-2014,,ADM,56.7000007629,S,FPSE,Sciences de l'Éducation,L2
92,3285,2013-2014,,ADSTM,65.5999984741,S,FSTA,Génie Civil,Tech2
93,3288,2013-2014,,AA,,A,FSTA,Génie Civil,Tech2
94,3289,2013-2014,,AA,,A,FSTA,Génie Civil,Tech2
95,3298,2014-2015,67.1999969482,S,,,FPSE,Sciences de l'Éducation,L1
96,3298,2015-2016,70.6999969482,D,,,FPSE,Sciences de l'Éducation,L2
97,3313,2013-2014,,A,57.9000015259,S,FPSE,Psychologie / Psychologie clinique,L2
98,3320,2013-2014,,AA,,A,FSTA,Génie Civil,Tech2
99,3322,2012-2013,61.0,S,,,FSEG,Gestion Financière,L2
100,3334,2013-2014,,AA,,A,FSTA,Génie Civil,Tech2
101,3353,2013-2014,,A,63.0999984741,S,FSEG,Gestion des Entreprises,L2
102,3431,2013-2014,,ADSTM,62.0,S,FSTA,Génie Électrique,Tech2
103,3440,2013-2014,,AA,,A,FSTA,Génie Civil,Tech1
104,3574,2012-2013,67.1999969482,S,,,FD,Droit Privé et Judiciaire,L2
105,3577,2012-2013,68.0,S,,,FD,Droit Privé et Judiciaire,L2
106,3578,2012-2013,70.0999984741,D,,,FD,Droit Économique et Social,L2
107,3579,2012-2013,60.7000007629,S,,,FD,Droit Économique et Social,G3
108,3579,2013-2014,,AA,55.7999992371,S,FD,Droit Économique et Social,L1
109,3579,2015-2016,55.0999984741,A,61.2000007629,S,FD,Droit Économique et Social,L2
110,3588,2013-2014,,AA,73.5,D,FSTA,Génie Civil,Tech1
111,3588,2014-2015,,AA,63.5999984741,S,FSTA,Génie Civil,Tech2
112,3590,2013-2014,,AA,59.5,S,FSTA,Génie Civil,Tech1
113,3590,2014-2015,,AA,,A,FSTA,Génie Civil,Tech2
114,3591,2013-2014,,ADSTM,73.9000015259,D,FSTA,Génie Électrique,Tech2
115,3610,2013-2014,,AA,60.7999992371,S,FSDC,Gestion et Administration des Projets de Santé,L1
116,3610,2014-2015,59.5,A,60.5999984741,S,FSDC,Santé Environnementale,L2
117,3611,2013-2014,,A,60.0,S,FD,Droit Public,L2
118,3612,2012-2013,59.5999984741,S,,,FD,Droit Public,L2
119,3617,2012-2013,59.2000007629,S,,,FPSE,Sciences de l'Éducation,L1Soir
120,3617,2013-2014,,ADM,59.5,S,FPSE,Sciences de l'Éducation,L2
121,3624,2012-2013,61.4000015259,S,,,FD,Droit Public,L2
122,3625,2013-2014,,AA,57.7000007629,S,FD,Droit Public,L2
123,3626,2014-2015,71.9000015259,D,,,FSTA,Génie Civil,Tech1
124,3626,2015-2016,,ADSTM,,ADM,FSTA,Génie Civil,Tech2
125,3627,2013-2014,,AA,67.0,S,FSTA,Génie Civil,Tech2
126,3629,2012-2013,62.0999984741,S,,,FD,Droit Économique et Social,L2
127,3633,2013-2014,64.5999984741,S,,,FSEG,Gestion Financière,L2
128,3634,2013-2014,,AA,53.5999984741,S,FSEG,Économie Monétaire,L1
129,3634,2014-2015,,A,59.4000015259,S,FSEG,Économie Monétaire,L2
130,3635,2013-2014,,AA,61.2999992371,S,FSDC,Santé Communautaire,L2
131,3636,2013-2014,,AA,61.7000007629,S,FSEG,Gestion des Entreprises,L2
132,3637,2013-2014,66.4000015259,S,,,FSEG,Gestion Financière,L2
133,3639,2013-2014,,AA,61.4000015259,S,FSEG,Gestion Financière,L2
134,3643,2013-2014,,AA,52.0999984741,S,FSTA,Génie Civil,G2
135,3643,2014-2015,,AA,58.0,S,FSTA,Génie Civil,G3
136,3643,2015-2016,,AA,64.4000015259,S,FSTA,Génie Civil,Tech1
137,3645,2013-2014,,AA,63.2000007629,S,FSTA,Génie Civil,G3
138,3645,2014-2015,,AA,66.0,S,FSTA,Génie Civil,Tech1
139,3645,2015-2016,,AA,,AA,FSTA,Génie Civil,Tech2
140,3646,2013-2014,,AA,73.3000030518,D,FSTA,Génie Civil,Tech1
141,3646,2014-2015,,AA,64.5,S,FSTA,Génie Civil,Tech2
142,3647,2013-2014,,AA,65.8000030518,S,FT,Tronc commun,L2
143,3648,2012-2013,66.0999984741,S,,,FT,Tronc commun,L1
144,3648,2013-2014,67.8000030518,S,,,FT,Tronc commun,L2
145,3649,2012-2013,65.4000015259,S,,,FT,Tronc commun,G3
146,3650,2012-2013,61.0999984741,S,,,FT,Tronc commun,L1
147,3650,2013-2014,,A,,ADM,FT,Tronc commun,L2
148,3650,2014-2015,,ADM,64.3000030518,S,FT,Tronc commun,L2
149,3651,2013-2014,,AA,63.4000015259,S,FT,Tronc commun,L2
150,3653,2012-2013,70.0999984741,D,,,FT,Tronc commun,L1
151,3653,2013-2014,70.8000030518,D,,,FT,Tronc commun,L2
152,3656,2013-2014,51.0,A,60.0,S,FSDC,Santé Communautaire,L2
153,3658,2013-2014,68.3000030518,S,,,FSEG,Gestion Financière,L2
154,3659,2013-2014,,AA,58.5999984741,S,FD,Droit Public,L1
155,3659,2014-2015,,AA,63.4000015259,S,FD,Droit Public,L2
156,3660,2013-2014,,AA,60.2000007629,S,FD,Droit Public,L2
157,3667,2012-2013,58.5,S,,,FSEG,Gestion Financière,L2
158,3668,2012-2013,59.0,S,,,FSEG,Gestion des Entreprises,L2
159,3669,2012-2013,63.2999992371,S,,,FSEG,Gestion Financière,L2
160,3670,2012-2013,67.5999984741,S,,,FSEG,Gestion des Entreprises,L2
161,3672,2012-2013,62.0999984741,S,,,FD,Droit Public,L2
162,3691,2013-2014,,AA,64.8000030518,S,FSTA,Génie Civil,Tech1
163,3691,2014-2015,,AA,63.7999992371,S,FSTA,Génie Civil,Tech2
164,3708,2013-2014,,AA,58.0,S,FSDC,Santé Environnementale,L2
165,3711,2013-2014,,AA,67.0999984741,S,FT,Tronc commun,G3
166,3711,2014-2015,67.5999984741,S,,,FT,Tronc commun,L1
167,3711,2015-2016,71.6999969482,D,,,FT,Tronc commun,L2
168,3712,2013-2014,,ADM,63.5,S,FT,Tronc commun,L2
169,3716,2012-2013,60.2999992371,S,,,FSEG,Gestion des Entreprises,L2
170,3718,2012-2013,56.7999992371,S,,,FSEG,Économie Monétaire,L2
171,3723,2013-2014,62.5,S,,,FSEG,Gestion Financière,L2
172,3727,2013-2014,,A,57.5999984741,S,FSEG,Gestion Financière,L2
173,3730,2012-2013,62.0,S,,,FSEG,Économie Monétaire,L2
174,3731,2013-2014,68.0,S,,,FSDC,Tronc commun,G1
175,3731,2014-2015,65.9000015259,S,,,FSDC,Tronc commun,G2
176,3731,2015-2016,69.3000030518,S,,,FSDC,Tronc commun,G3
177,3734,2013-2014,,AA,61.7999992371,S,FSEG,Économie Monétaire,L2
178,3736,2012-2013,64.6999969482,S,,,FSEG,Gestion des Entreprises,L2
179,3737,2012-2013,64.8000030518,S,,,FSEG,Économie Monétaire,L2
180,3747,2013-2014,,ADM,61.7999992371,S,FSEG,Gestion Financière,L2
181,3755,2013-2014,,AA,51.7999992371,NAF,FSEG,Gestion des Entreprises,L1
182,3755,2014-2015,49.0,A,57.2000007629,S,FSEG,Microfinance et Banque,L1
183,3755,2015-2016,,AA,54.5999984741,S,FSEG,Microfinance et Banque,L2
184,3756,2013-2014,,A,57.0999984741,S,FSEG,Gestion des Entreprises,L2
185,3760,2012-2013,66.0,S,,,FSTA,Génie Civil,TECH1
186,3760,2013-2014,,ADSTM,70.5,D,FSTA,Génie Civil,Tech2
187,3761,2012-2013,64.8000030518,S,,,FT,Tronc commun,L1
188,3770,2013-2014,,ADM,62.0999984741,S,FD,Droit Privé et Judiciaire,L2
189,3776,2012-2013,70.0999984741,D,,,FD,Droit Économique et Social,L2
190,3779,2012-2013,61.0999984741,S,,,FD,Droit Public,L2
191,3789,2012-2013,66.5999984741,S,,,FPSE,Psychologie / Psychologie clinique,L2
192,3791,2013-2014,50.2000007629,A,65.3000030518,S,FPSE,Psychologie / Psychologie clinique,L2
193,3792,2012-2013,66.0,S,,,FPSE,Sciences de l'Éducation,L2
194,3803,2013-2014,51.0,A,59.2999992371,S,FPSE,Psychologie / Psychologie clinique,L1
195,3803,2014-2015,,A,62.0,S,FPSE,Psychologie / Psychologie clinique,L2
196,3804,2013-2014,,ADM,65.9000015259,S,FPSE,Sciences de l'Éducation,L2
197,3809,2013-2014,,A,59.5,S,FD,Droit Privé et Judiciaire,L2
198,3810,2014-2015,60.2999992371,S,,,FD,Droit Économique et Social,L2
199,3812,2013-2014,,AA,,AA,FSEG,Gestion Financière,L2
200,3815,2013-2014,,ADM,60.7000007629,S,FSEG,Gestion des Entreprises,L2
201,3817,2012-2013,57.9000015259,S,,,FSEG,Gestion des Entreprises,L2
202,3820,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L2
203,3821,2013-2014,59.0,A,63.2999992371,S,FSEG,Gestion Financière,L2
204,3827,2013-2014,,A,60.5,S,FSEG,Gestion Financière,L2
205,3832,2014-2015,,AA,54.0999984741,S,FSEG,Gestion des Entreprises,L1
206,3832,2015-2016,,A,56.7000007629,S,FSEG,Gestion des Entreprises,L2
207,3833,2013-2014,,AA,60.2000007629,S,FSEG,Gestion Financière,L2
208,3835,2012-2013,59.0,S,,,FSEG,Gestion des Entreprises,L2
209,3838,2012-2013,70.1999969482,D,,,FSEG,Gestion des Entreprises,L2
210,3849,2012-2013,63.0,S,,,FSEG,Gestion Financière,L2
211,3850,2012-2013,70.0999984741,D,,,FSEG,Gestion Financière,L2
212,3854,2012-2013,67.5,S,,,FSEG,Gestion Financière,L2
213,3858,2013-2014,58.5999984741,A,62.5,S,FSEG,Gestion des Entreprises,L2
214,3859,2012-2013,66.1999969482,S,,,FSEG,Gestion des Entreprises,L2
215,3862,2012-2013,63.2000007629,S,,,FSEG,Gestion des Entreprises,L2
216,3864,2012-2013,53.2999992371,A,58.5,S,FSEG,Gestion Financière,L2
217,3868,2013-2014,63.2999992371,S,,,FSEG,Gestion des Entreprises,L2
218,3874,2013-2014,,AA,,A,FSEG,Gestion des Entreprises,L2
219,3876,2013-2014,,AA,59.2999992371,S,FSEG,Gestion des Entreprises,L2
220,3878,2012-2013,59.2999992371,S,,,FSEG,Gestion Financière,L2
221,3881,2013-2014,,ADSTM,60.0,S,FSEG,Gestion des Entreprises,L2
222,3883,2012-2013,70.5999984741,D,,,FSEG,Économie Monétaire,L2
223,3891,2012-2013,62.4000015259,S,,,FSEG,Gestion des Entreprises,L2
224,3892,2013-2014,,AA,,A,FSEG,Gestion des Entreprises,L2
225,3894,2013-2014,,ADM,58.5999984741,S,FSEG,Gestion des Entreprises,L2
226,3895,2013-2014,,ADM,59.4000015259,S,FSEG,Gestion des Entreprises,L2
227,3902,2013-2014,,ADSTM,58.9000015259,S,FSEG,Gestion des Entreprises,L2
228,3907,2013-2014,,AA,48.5999984741,NAF,FSEG,Gestion des Entreprises,L1
229,3908,2013-2014,60.0,S,,,FSEG,Tronc commun,G3
230,3908,2014-2015,55.5,A,66.9000015259,S,FSEG,Économie Industrielle,L1
231,3908,2015-2016,64.5,S,,,FSEG,Économie Industrielle,L2
232,3909,2013-2014,,AA,,AA,FSEG,Gestion Financière,L1
233,3914,2013-2014,,AA,,,FSEG,Tronc commun,G3
234,3914,2014-2015,,AA,57.7999992371,S,FSEG,Gestion des Entreprises,L1
235,3914,2015-2016,,AA,,AA,FSEG,Gestion des Entreprises,L2
236,3915,2012-2013,62.5999984741,S,,,FSEG,Gestion des Entreprises,L2
237,3917,2013-2014,,AA,,AA,FSEG,Tronc commun,G3
238,3918,2012-2013,55.5,S,,,FSEG,Gestion Financière,L2
239,3919,2013-2014,,AA,60.2999992371,S,FSEG,Gestion Financière,L2
240,3920,2013-2014,,AA,59.7999992371,S,FSEG,Gestion des Entreprises,L2
241,3923,2012-2013,64.8000030518,S,,,FSEG,Économie Monétaire,L2
242,3930,2012-2013,63.9000015259,S,,,FSEG,Gestion Financière,L2
243,3935,2013-2014,,AA,,A,FSDC,Tronc commun,G3
244,3936,2013-2014,,A,,A,FSDC,Santé et Développement Communautaires,L2
245,3944,2013-2014,,AA,63.7000007629,S,FSDC,Santé Communautaire,L2
246,3954,2012-2013,68.3000030518,S,,,FD,Droit Public,L2
247,3963,2013-2014,,AA,63.0,S,FSDC,Gestion et Administration des Projets de Santé,L2
248,3978,2013-2014,,AA,,S,FSDC,Gestion et Administration des Projets de Santé,L2
249,3992,2012-2013,67.5,S,,,FSTA,Génie Électrique,TECH1
250,3992,2013-2014,,ADSTM,70.3000030518,D,FSTA,Génie Électrique,Tech2
251,4012,2013-2014,,ADM,63.7000007629,S,FT,Tronc commun,L2
252,4014,2012-2013,65.6999969482,S,,,FSTA,Génie Civil,G3
253,4014,2013-2014,,A,65.9000015259,S,FSTA,Génie Civil,Tech2
254,4023,2013-2014,,AA,,A,FSDC,Tronc commun,G3
255,4023,2014-2015,,ADSTFC,59.0,S,FSDC,Tronc commun,G3
256,4023,2015-2016,,AA,61.5999984741,S,FSDC,Santé Communautaire,L1
257,4024,2013-2014,,ADST,64.6999969482,S,FSEG,Gestion des Entreprises,L2
258,4026,2013-2014,,A,59.7000007629,S,FD,Droit Public,L2
259,4032,2012-2013,60.7000007629,S,,,FD,Droit Public,L1
260,4032,2013-2014,,A,63.7000007629,S,FD,Droit Public,L2
261,4038,2012-2013,78.0999984741,D,,,FD,Droit Public,L2
262,4039,2012-2013,63.0999984741,S,,,FD,Droit Public,L2
263,4040,2015-2016,,AA,55.0999984741,S,FD,Droit Économique et Social,L1
264,4041,2013-2014,,AA,58.7999992371,S,FD,Droit Public,L2
265,4043,2012-2013,63.2999992371,S,,,FD,Droit Privé et Judiciaire,L2
266,4048,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L2
267,4057,2013-2014,,ADM,64.8000030518,S,FT,Tronc commun,L2
268,4062,2013-2014,,AA,,A,FSDC,Santé Communautaire,L1
269,4064,2012-2013,63.0,S,,,FSDC,Santé et Développement Communautaires,L2
270,4071,2013-2014,,AA,71.1999969482,D,FSTA,Génie Civil,Tech2
271,4072,2013-2014,65.6999969482,S,,,FSTA,Génie Civil,Tech1
272,4072,2014-2015,,AA,60.7000007629,S,FSTA,Génie Civil,Tech2
273,4073,2012-2013,70.0,D,,,FSTA,Génie Civil,TECH1
274,4073,2013-2014,,AA,70.1999969482,D,FSTA,Génie Civil,Tech2
275,4074,2013-2014,,AA,65.4000015259,S,FSTA,Génie Civil,Tech2
276,4080,2013-2014,,AA,,AA,FSTA,Tronc commun,G1
277,4083,2013-2014,,AA,64.0999984741,S,FSTA,Génie Civil,Tech1
278,4083,2014-2015,,AA,,ADST,FSTA,Génie Civil,Tech2
279,4091,2013-2014,,AA,70.6999969482,D,FSTA,Génie Électrique,G3
280,4091,2014-2015,,AA,72.5,D,FSTA,Génie Électrique,Tech1
281,4091,2015-2016,,ADM,73.4000015259,D,FSTA,Génie Électrique,Tech2
282,4093,2013-2014,,AA,57.2000007629,S,FSTA,Génie Civil,Tech1
283,4093,2014-2015,,AA,65.4000015259,S,FSTA,Génie Civil,Tech2
284,4094,2013-2014,,A,65.3000030518,S,FSTA,Génie Civil,Tech2
285,4097,2012-2013,63.0,S,,,FSTA,Génie Civil,TECH1
286,4097,2013-2014,,ADSTM,66.4000015259,S,FSTA,Génie Civil,Tech2
287,4101,2012-2013,66.0,S,,,FSTA,Génie Civil,TECH1
288,4101,2013-2014,,AA,64.5999984741,S,FSTA,Génie Civil,Tech2
289,4104,2013-2014,,AA,59.0,S,FSEG,Gestion Financière,L2
290,4106,2013-2014,,A,67.1999969482,S,FSTA,Génie Civil,Tech2
291,4107,2013-2014,,AA,64.9000015259,S,FSTA,Génie Civil,Tech1
292,4107,2014-2015,,AA,,,FSTA,Génie Civil,Tech2
293,4117,2013-2014,,ADSTM,65.8000030518,S,FSTA,Génie Civil,Tech2
294,4119,2013-2014,,AA,,A,FSTA,Génie Civil,Tech1
295,4119,2014-2015,,AA,,A,FSTA,Génie Civil,Tech1
296,4125,2013-2014,,AA,,A,FD,Droit Privé et Judiciaire,L2
297,4126,2013-2014,,AA,59.0999984741,S,FSDC,Santé Environnementale,L2
298,4128,2013-2014,62.5,S,,,FSDC,Santé et Développement Communautaires,L2
299,4129,2013-2014,,AA,,A,FSDC,Santé Environnementale,L2
300,4136,2012-2013,62.7000007629,S,,,FD,Droit Public,L2
301,4137,2012-2013,65.0,S,,,FD,Droit Public,L2
302,4140,2013-2014,,AA,,AA,FSEG,Microfinance et Banque,L1
303,4140,2014-2015,,AA,57.9000015259,S,FSEG,Gestion Financière,L1
304,4140,2015-2016,,A,62.7000007629,S,FSEG,Gestion Financière,L2
305,4143,2015-2016,,AA,,AA,FPSE,Sciences de l'Éducation,G3
306,4149,2012-2013,71.3000030518,D,,,FT,Tronc commun,L2
307,4167,2012-2013,61.0999984741,S,,,FSEG,Gestion Financière,L2
308,4168,2013-2014,,A,57.9000015259,S,FSEG,Gestion Financière,L2
309,4171,2013-2014,,AA,58.7999992371,S,FSEG,Gestion Financière,L1
310,4171,2014-2015,,AA,,A,FSEG,Gestion Financière,L2
311,4172,2013-2014,,AA,63.9000015259,S,FSEG,Gestion Financière,L2
312,4177,2013-2014,,AA,65.8000030518,S,FSEG,Économie Monétaire,L2
313,4178,2012-2013,60.0999984741,S,,,FSEG,Gestion Financière,L2
314,4181,2012-2013,62.4000015259,S,,,FD,Droit Privé et Judiciaire,L1
315,4181,2013-2014,,A,70.1999969482,D,FD,Droit Privé et Judiciaire,L2
316,4183,2012-2013,71.0,D,,,FSEG,Gestion des Entreprises,L2
317,4185,2013-2014,,AA,61.2000007629,S,FSEG,Gestion Financière,L2
318,4197,2013-2014,,AA,,A,FSTA,Génie Électrique,Tech2
319,4200,2013-2014,,AA,66.5999984741,S,FSTA,Génie Civil,Tech1
320,4200,2014-2015,,AA,,A,FSTA,Génie Civil,Tech2
321,4206,2012-2013,55.2999992371,S,,,FSEG,Économie Monétaire,L1
322,4206,2013-2014,63.5,S,,,FSEG,Économie Monétaire,L2
323,4214,2013-2014,66.5999984741,S,,,FSEG,Gestion Financière,L2
324,4216,2013-2014,62.7999992371,S,,,FSEG,Gestion Financière,L2
325,4217,2013-2014,61.2999992371,S,,,FSEG,Économie Monétaire,L2
326,4225,2013-2014,,AA,,AA,FSEG,Tronc commun,G3
327,4225,2014-2015,,AA,55.2999992371,S,FSEG,Tronc commun,G3
328,4227,2013-2014,,AA,64.8000030518,S,FSEG,Gestion des Entreprises,L2
329,4231,2013-2014,,A,63.5,S,FSEG,Gestion des Entreprises,L2
330,4233,2013-2014,60.2999992371,S,,,FSEG,Gestion Financière,L2
331,4236,2013-2014,,AA,54.4000015259,A,FSEG,Gestion Financière,L2
332,4238,2013-2014,,AA,63.7000007629,S,FSEG,Gestion des Entreprises,L2
333,4240,2013-2014,,ADM,61.2999992371,S,FSEG,Gestion des Entreprises,L2
334,4241,2013-2014,62.0999984741,S,,,FSEG,Économie Monétaire,L2
335,4245,2013-2014,,AA,62.5999984741,S,FSDC,Santé et Développement Communautaires,L2
336,4245,2014-2015,,AA,,,FSDC,Santé et Développement Communautaires,L2
337,4246,2013-2014,,AA,41.7999992371,A,FSTA,Génie Civil,G2
338,4246,2014-2015,,AA,,AA,FSTA,Génie Civil,G2
339,4249,2013-2014,,AA,74.0999984741,D,FSTA,Génie Électrique,Tech1
340,4249,2014-2015,76.5999984741,D,,,FSTA,Génie Informatique,Tech2
341,4252,2013-2014,62.5999984741,S,,,FSEG,Économie Monétaire,L2
342,4254,2013-2014,,AA,51.2999992371,NAF,FSEG,Gestion des Entreprises,L1
343,4254,2015-2016,48.5999984741,A,57.5,S,FSEG,Microfinance et Banque,L1
344,4255,2013-2014,,AA,60.5999984741,S,FSEG,Gestion Financière,L2
345,4258,2012-2013,70.5999984741,D,,,FSEG,Économie Monétaire,L1
346,4258,2013-2014,72.5,D,,,FSEG,Gestion Financière,L2
347,4261,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L1
348,4263,2012-2013,57.9000015259,S,,,FSEG,Gestion des Entreprises,L1
349,4263,2013-2014,65.6999969482,S,,,FSEG,Gestion Financière,L2
350,4267,2013-2014,,AA,51.9000015259,S,FSEG,Économie Industrielle,L1
351,4267,2014-2015,55.7999992371,A,61.7999992371,S,FSEG,Économie Industrielle,L2
352,4269,2013-2014,68.3000030518,S,,,FSEG,Gestion des Entreprises,L2
353,4270,2013-2014,67.5,S,,,FSEG,Gestion Financière,L2
354,4271,2013-2014,60.5,S,,,FPSE,Psychologie / Psychologie clinique,L2
355,4272,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L2
356,4274,2013-2014,,AA,67.8000030518,S,FD,Droit Public,L2
357,4276,2013-2014,52.5,A,56.4000015259,S,FSEG,Économie Monétaire,L1
358,4276,2014-2015,,A,60.5,S,FSEG,Économie Monétaire,L2
359,4277,2013-2014,,AA,59.7999992371,S,FSEG,Tronc commun,G3
360,4277,2014-2015,,AA,,A,FSEG,Économie Monétaire,L1
361,4278,2013-2014,,AA,59.2000007629,S,FSTA,Génie Civil,Tech1
362,4278,2014-2015,,AA,,A,FSTA,Génie Civil,Tech2
363,4280,2013-2014,,AA,68.3000030518,S,FSTA,Génie Civil,Tech1
364,4280,2014-2015,,AA,64.6999969482,S,FSTA,Génie Civil,Tech2
365,4282,2013-2014,,AA,74.3000030518,D,FSTA,Génie Électrique,Tech1
366,4282,2014-2015,,AA,67.1999969482,S,FSTA,Génie Électrique,Tech2
367,4284,2013-2014,,AA,61.4000015259,S,FSTA,Génie Électrique,G2
368,4284,2014-2015,,AA,,A,FSTA,Génie Électrique,G3
369,4284,2015-2016,,AA,,AA,FSTA,Génie Électrique,G3
370,4298,2013-2014,,AA,59.7000007629,S,FSTA,Génie Civil,Tech1
371,4298,2014-2015,,AA,,A,FSTA,Génie Civil,Tech2
372,4299,2013-2014,,AA,75.6999969482,D,FSTA,Génie Civil,Tech1
373,4299,2014-2015,,AA,65.8000030518,S,FSTA,Génie Civil,Tech2
374,4300,2013-2014,58.5,A,62.0,S,FSTA,Génie Électrique,Tech1
375,4300,2014-2015,,ADSTM,67.3000030518,S,FSTA,Génie Informatique,Tech2
376,4301,2013-2014,,AA,59.7999992371,S,FSTA,Génie Électrique,Tech1
377,4301,2014-2015,,AA,,ADSTM,FSTA,Génie Électrique,Tech2
378,4306,2013-2014,77.5,D,,,FSTA,Génie Civil,Tech1
379,4306,2014-2015,,AA,67.0999984741,S,FSTA,Génie Civil,Tech2
380,4307,2013-2014,62.0999984741,A,64.0999984741,S,FSTA,Génie Civil,Tech1
381,4307,2014-2015,,AA,62.5,S,FSTA,Génie Civil,Tech2
382,4309,2013-2014,75.4000015259,D,,,FSTA,Génie Civil,Tech1
383,4309,2014-2015,,AA,67.5,S,FSTA,Génie Civil,Tech2
384,4310,2013-2014,66.3000030518,A,66.5,S,FSTA,Génie Civil,Tech1
385,4310,2014-2015,,AA,,A,FSTA,Génie Civil,Tech2
386,4311,2013-2014,,AA,61.2999992371,S,FSTA,Génie Civil,G3
387,4311,2014-2015,61.9000015259,A,67.6999969482,S,FSTA,Génie Civil,Tech1
388,4311,2015-2016,,ADSTM,,ADM,FSTA,Génie Civil,Tech2
389,4313,2013-2014,,AA,71.8000030518,D,FSTA,Génie Civil,Tech1
390,4313,2014-2015,,AA,65.4000015259,S,FSTA,Génie Civil,Tech2
391,4315,2013-2014,65.8000030518,S,,,FSEG,Gestion Financière,L2
392,4316,2013-2014,63.9000015259,S,,,FSEG,Gestion Financière,L2
393,4319,2013-2014,,AA,63.5,S,FSEG,Économie Monétaire,L2
394,4320,2013-2014,67.0,S,,,FSEG,Gestion des Entreprises,L2
395,4323,2013-2014,,AA,,AA,FSEG,Gestion Financière,L2
396,4323,2014-2015,,AA,63.2000007629,S,FSEG,Gestion Financière,L2
397,4325,2013-2014,63.7000007629,S,,,FSEG,Économie Monétaire,L2
398,4326,2013-2014,,AA,63.0999984741,S,FSEG,Gestion Financière,L2
399,4327,2012-2013,65.0,S,,,FD,Droit Public,L1
400,4327,2013-2014,69.8000030518,S,,,FD,Droit Public,L2
